"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Time_Period","Africa_Fragile_ODA_Constant Prices","Africa_Fragile_ODA_Current Prices","Africa_ODA_Bilateral_Constant Prices","Africa_ODA_Bilateral_Current Prices","Africa_ODA_Constant Prices","Africa_ODA_Current Prices","Bilat_ODA_Ex_Debt_Relief_Constant Prices","Bilat_ODA_Ex_Debt_Relief_Current Prices","Fragile_State_ODA_Bilateral_Constant Prices","Fragile_State_ODA_Bilateral_Current Prices","Fragile_State_ODA_Constant Prices","Fragile_State_ODA_Current Prices","GNI_Constant Prices","GNI_Current Prices","IA_Bilateral_ODA_Constant Prices","IA_Bilateral_ODA_Current Prices","IA6_Debt_Relief_Constant Prices","IA6_Debt_Relief_Current Prices","IA82_In_Donor_Refugee_Cost_Constant Prices","IA82_In_Donor_Refugee_Cost_Current Prices","IB_Multilateral_ODA_Constant Prices","IB_Multilateral_ODA_Current Prices","LDC_ODA_Bilateral_Constant Prices","LDC_ODA_Bilateral_Current Prices","LDC_ODA_Constant Prices","LDC_ODA_Current Prices","LDC_ODA_Imputed_Multilateral_Constant Prices","LDC_ODA_Imputed_Multilateral_Current Prices","SSA_ODA_Bilateral_Constant Prices","SSA_ODA_Bilateral_Current Prices","SSA_ODA_Constant Prices","SSA_ODA_Current Prices","Total_ODA_ONE_Constant Prices","Total_ODA_ONE_Current Prices"
"Russia","Donor","Non-DAC","Non-EU","2018-01-02",2016,69.97,67.74,19.88,19.23,87.65,84.86,353.719,342.18,48.27,46.71,118.66,114.86,1290809.604,1248700,792.989,767.12,439.27,424.94,0,0,507.475,490.92,16.05,15.52,70.38,68.12,54.33,52.6,17.15,16.59,77.04,74.59,861.194,833.1
"Saudi Arabia","Donor","Non-DAC","Non-EU","2018-01-02",2007,0,0,61.74,64.63,61.74,64.63,1457.545,1525.7,0,0,0,0,0,0,1457.545,1525.7,0,0,0,0,23.835,24.95,0,0,0,0,0,0,0,0,0,0,1481.38,1550.65
"Saudi Arabia","Donor","Non-DAC","Non-EU","2018-01-02",2008,0,0,19.89,21.78,19.89,21.78,4528.67,4958.34,0,0,0,0,0,0,4528.67,4958.34,0,0,0,0,18.714,20.49,0,0,0,0,0,0,0,0,0,0,4547.384,4978.83
"Saudi Arabia","Donor","Non-DAC","Non-EU","2018-01-02",2009,0,0,47.05,49.68,47.05,49.68,2769.663,2924.63,0,0,0,0,0,0,2769.663,2924.63,0,0,0,0,198.03,209.11,0,0,0,0,0,0,0,0,0,0,2967.693,3133.74
"Saudi Arabia","Donor","Non-DAC","Non-EU","2018-01-02",2010,0,0,27.29,29.07,27.29,29.07,2694.978,2870.43,0,0,0,0,0,0,2694.978,2870.43,0,0,0,0,571.973,609.21,0,0,0,0,0,0,0,0,0,0,3266.951,3479.64
"Saudi Arabia","Donor","Non-DAC","Non-EU","2018-01-02",2011,0,0,12.84,14.5,12.84,14.5,4227.892,4773.29,0,0,0,0,0,0,4227.892,4773.29,0,0,0,0,284.863,321.61,0,0,0,0,0,0,0,0,0,0,4512.755,5094.9
"Saudi Arabia","Donor","Non-DAC","Non-EU","2018-01-02",2012,0,0,42.29,46.59,42.29,46.59,868.808,957.13,0,0,0,0,0,0,868.808,957.13,0,0,0,0,310.205,341.74,0,0,0,0,0,0,0,0,0,0,1179.013,1298.87
"Saudi Arabia","Donor","Non-DAC","Non-EU","2018-01-02",2013,0,0,42.45,46.98,42.45,46.98,4868.179,5387.95,0,0,0,0,0,0,4868.179,5387.95,0,0,0,0,266.831,295.32,0,0,0,0,0,0,0,0,0,0,5135.01,5683.27
"Saudi Arabia","Donor","Non-DAC","Non-EU","2018-01-02",2014,0,0,6.99,7.76,6.99,7.76,11956.605,13271.97,0,0,0,0,0,0,11956.605,13271.97,0,0,0,0,326.105,361.98,0,0,0,0,0,0,0,0,0,0,12282.71,13633.95
"Saudi Arabia","Donor","Non-DAC","Non-EU","2018-01-02",2015,0,0,1141.17,1141.17,1141.17,1141.17,6732.42,6732.42,0,0,0,0,0,0,6732.42,6732.42,0,0,0,0,25.8,25.8,0,0,0,0,0,0,0,0,0,0,6758.22,6758.22
"Slovak Republic","Donor","DAC","EU","2018-01-02",2007,29,30.3,18.55,19.4,35.58,37.15,26.399,27.6,18.52,19.36,35.44,37,69114.221,72257.52,26.399,27.6,0,0,0,0,37.906,39.63,18.46,19.3,31.15,32.52,12.69,13.22,17.1,17.88,30.89,32.25,64.305,67.23
"Slovak Republic","Donor","DAC","EU","2018-01-02",2008,33.75,41.34,21.08,25.82,39.16,47.97,33.342,40.82,21.46,26.29,39.73,48.69,74968.827,91782.85,33.342,40.82,0,0,0,0,41.682,51.03,21.04,25.77,35.29,43.22,14.25,17.45,21.01,25.73,36.54,44.75,75.024,91.85
"Slovak Republic","Donor","DAC","EU","2018-01-02",2009,11.98,14.52,0.2,0.24,19.71,23.89,16.359,19.83,1.42,1.73,19.24,23.33,71886.066,87140,16.359,19.83,0,0,0,0,45.842,55.57,0.57,0.69,14.46,17.55,13.89,16.86,0.2,0.24,17.05,20.67,62.201,75.4
"Slovak Republic","Donor","DAC","EU","2018-01-02",2010,15.62,18.08,1.75,2.03,21.54,24.94,17.211,19.94,2.19,2.54,22.71,26.29,74471.786,86279,17.211,19.94,0,0,0,0,46.412,53.77,1.21,1.4,17.35,20.09,16.14,18.69,1.75,2.03,18.96,21.94,63.623,73.71
"Slovak Republic","Donor","DAC","EU","2018-01-02",2011,12.59,15.57,1.92,2.38,20.65,25.52,17.335,21.43,2.94,3.64,18.61,23.02,76202.578,94205.82,17.335,21.43,0,0,0,0,52.247,64.59,1.62,2.01,13.66,16.9,12.04,14.89,1.82,2.26,15.96,19.74,69.582,86.02
"Slovak Republic","Donor","DAC","EU","2018-01-02",2012,15.76,18.23,2.63,3.04,24.32,28.14,16.375,18.95,3.2,3.69,21.27,24.57,77706.894,89925.56,16.375,18.95,0,0,0,0,52.478,60.73,1.48,1.7,13.29,15.34,11.81,13.64,2.27,2.62,17.61,20.37,68.853,79.68
"Slovak Republic","Donor","DAC","EU","2018-01-02",2013,16.34,19.63,2.42,2.9,24.41,29.36,13.458,16.17,4.53,5.43,25.04,30.09,76704.401,92163.57,13.458,16.17,0,0,0.799,0.96,58.142,69.86,2.79,3.34,17.43,20.93,14.64,17.59,2.09,2.5,18.91,22.74,71.6,86.03
"Slovak Republic","Donor","DAC","EU","2018-01-02",2014,14.94,17.87,1.65,1.94,23.11,27.61,13.665,16.38,2.29,2.7,21.36,25.53,80637.136,96658.79,13.665,16.38,0,0,0.826,0.99,55.753,66.83,1.01,1.17,14.68,17.51,13.67,16.34,1.53,1.8,17.37,20.74,69.418,83.21
"Slovak Republic","Donor","DAC","EU","2018-01-02",2015,18.42,18.42,1.59,1.59,27.06,27.06,17.2,17.2,2.46,2.46,27.4,27.4,83857.49,83857.49,17.2,17.2,0,0,1.74,1.74,67.71,67.71,0.93,0.93,18.54,18.54,17.61,17.61,1.59,1.59,21.58,21.58,84.91,84.91
"Slovak Republic","Donor","DAC","EU","2018-01-02",2016,19.01,18.95,2.46,2.45,30.19,30.08,25.84,25.7,3.7,3.69,29.16,29.07,88058.719,87580.45,25.84,25.7,0,0,1.609,1.6,80.749,80.31,1.05,1.05,18.98,18.93,17.93,17.88,2.45,2.44,21.09,21.03,106.589,106.01
"Slovenia","Donor","DAC","EU","2018-01-02",2007,0,0,0,0,0,0,19.325,21.42,0,0,0,0,40558.185,44954.69,19.325,21.42,0,0,0,0,29.52,32.72,0,0,0,0,0,0,0,0,0,0,48.845,54.14
"Slovenia","Donor","DAC","EU","2018-01-02",2008,9.82,11.94,0.65,0.79,14.04,17.07,24.005,29.3,1.18,1.43,14.4,17.52,42895.401,52356.84,24.005,29.3,0,0,0,0,31.379,38.3,0.67,0.82,11.06,13.45,10.39,12.63,0.61,0.74,11.92,14.48,55.384,67.6
"Slovenia","Donor","DAC","EU","2018-01-02",2009,10.14,12.36,0.51,0.62,16.02,19.52,20.731,25.25,1.04,1.28,15.64,19.09,39309.684,47877.59,20.731,25.25,0,0,0,0,37.76,45.99,0.41,0.5,11.64,14.17,11.23,13.67,0.49,0.6,13.92,16.96,58.491,71.24
"Slovenia","Donor","DAC","EU","2018-01-02",2010,10.15,11.7,0.52,0.62,13.97,16.07,19.46,22.32,1.51,1.76,15.36,17.69,40293.727,46216.8,19.46,22.32,0,0,0,0,31.63,36.28,1.17,1.36,12.03,13.85,10.86,12.49,0.48,0.57,12.26,14.1,51.09,58.6
"Slovenia","Donor","DAC","EU","2018-01-02",2011,8.24,10.04,0.58,0.72,13.65,16.64,15.605,19,1.54,1.9,12.79,15.61,40026.048,48734.56,15.605,19,0,0,0,0,35.949,43.77,1.23,1.5,9.96,12.12,8.73,10.62,0.47,0.58,10.7,13.03,51.554,62.77
"Slovenia","Donor","DAC","EU","2018-01-02",2012,9.75,10.98,1.01,1.12,15.54,17.5,16.923,19.1,0.9,1,13.48,15.19,39781.209,44898.53,16.923,19.1,0,0,0.23,0.26,34.865,39.35,0.59,0.66,8.95,10.08,8.36,9.42,0.93,1.04,11.66,13.13,51.788,58.45
"Slovenia","Donor","DAC","EU","2018-01-02",2013,8.65,10.2,0.96,1.13,13.99,16.47,17.494,20.57,0.83,0.98,12.71,14.95,40317.878,47406.27,17.494,20.57,0,0,0.085,0.1,34.852,40.98,0.47,0.57,9.15,10.77,8.68,10.2,0.87,1.03,10.92,12.85,52.346,61.55
"Slovenia","Donor","DAC","EU","2018-01-02",2014,8.75,10.39,0.27,0.32,13.64,16.13,17.061,20.21,0.54,0.67,12.71,15.09,41717.667,49416.23,17.061,20.21,0,0,0.068,0.08,34.883,41.32,0.37,0.44,9.11,10.77,8.74,10.33,0.22,0.26,10.29,12.17,51.944,61.53
"Slovenia","Donor","DAC","EU","2018-01-02",2015,9.04,9.04,0.59,0.59,14.31,14.31,25.1,25.1,0.9,0.9,13.87,13.87,42410.6,42410.6,25.1,25.1,0,0,7.12,7.12,38.19,38.19,0.41,0.41,9.55,9.55,9.14,9.14,0.27,0.27,10.73,10.73,63.29,63.29
"Slovenia","Donor","DAC","EU","2018-01-02",2016,12.15,12.16,0.55,0.55,19.49,19.52,27.728,27.86,0.92,0.92,18.82,18.83,43255.502,43461.57,27.728,27.86,0,0,7.206,7.24,53.197,53.45,0.41,0.41,13.29,13.3,12.88,12.89,0.29,0.3,13.73,13.75,80.925,81.31
"Spain","Donor","DAC","EU","2018-01-02",2007,809.65,967.6,621.18,742.34,1295.39,1548.07,2590.918,3096.36,596.22,712.51,1326.93,1585.78,1171685.295,1400260.1,2793.942,3338.99,203.024,242.63,22.316,26.67,1506.85,1800.81,361.72,432.24,939.24,1122.43,577.52,690.19,393.96,470.79,990.04,1183.16,4097.768,4897.17
"Spain","Donor","DAC","EU","2018-01-02",2008,1017.27,1308.28,848.71,1091.51,1620.48,2084.1,3467.933,4460.1,813.25,1045.9,1613.07,2074.55,1195442.317,1537455.65,3733.48,4801.62,265.547,341.52,31.444,40.44,1605.788,2065.2,532.65,685.02,1182.97,1521.39,650.32,836.37,549.63,706.87,1253.75,1612.44,5073.721,6525.3
"Spain","Donor","DAC","EU","2018-01-02",2009,1010.17,1257.45,1190.02,1481.33,1909.2,2376.55,3515.881,4376.63,1012.16,1259.95,1738.02,2163.5,1151736.335,1433701.43,3593.33,4473.04,77.449,96.41,31.707,39.47,1695.887,2111.07,793.4,987.65,1366.64,1701.19,573.24,713.54,741.19,922.63,1377.94,1715.23,5211.768,6487.7
"Spain","Donor","DAC","EU","2018-01-02",2010,813.92,965.16,812.46,963.44,1530.99,1815.51,3086.126,3659.76,685.43,812.78,1454.64,1724.96,1171071.324,1388744.37,3372.058,3998.84,285.932,339.08,31.31,37.13,1644.878,1950.62,474.82,563.02,1086.07,1287.89,611.25,724.87,504.1,597.77,1155.13,1369.8,4731.004,5610.38
"Spain","Donor","DAC","EU","2018-01-02",2011,635.89,791.87,571.06,711.11,1142.39,1422.6,1807.881,2251.29,519.81,647.28,1056.15,1315.21,1170319.022,1457356.79,1832.293,2281.69,24.412,30.4,28.05,34.93,1518.89,1891.42,419.92,522.92,838.76,1044.51,418.84,521.59,322.51,401.6,796.36,991.69,3326.771,4142.71
"Spain","Donor","DAC","EU","2018-01-02",2012,320.65,369.37,199.26,229.52,557.94,642.68,789.699,909.68,222.15,255.9,513.9,591.98,1134811.21,1307226.22,855.484,985.46,65.785,75.78,19.723,22.72,913.135,1051.87,180.16,207.5,370.47,426.73,190.31,219.23,151.96,175.03,397.46,457.82,1702.834,1961.55
"Spain","Donor","DAC","EU","2018-01-02",2013,316.3,377.69,145.96,174.3,523.54,625.14,587.279,701.25,143.54,171.4,479.35,572.35,1130814.521,1350268.19,791.363,944.94,204.084,243.69,20.543,24.53,1175.102,1403.15,125.51,149.9,367.56,438.94,242.05,289.04,108.89,130.04,393.04,469.32,1762.381,2104.4
"Spain","Donor","DAC","EU","2018-01-02",2014,384.56,457.69,118.51,141.04,598.74,712.57,389.844,463.96,143.23,170.51,560.06,666.6,1173082.763,1396105.88,389.844,463.96,0,0,15.486,18.43,1187.177,1412.88,104.14,123.94,409.1,486.88,304.96,362.94,100.13,119.16,458.95,546.19,1577.021,1876.84
"Spain","Donor","DAC","EU","2018-01-02",2015,271.55,271.55,19.45,19.45,380.59,380.59,232.89,232.89,89.39,89.39,421.45,421.45,1196294.64,1196294.64,354.57,354.57,121.68,121.68,32.29,32.29,1042.17,1042.17,77.22,77.22,310.28,310.28,233.06,233.06,32.01,32.01,299.03,299.03,1275.06,1275.06
"Spain","Donor","DAC","EU","2018-01-02",2016,483.08,484.66,40.84,40.98,686.3,688.54,429.531,430.96,146.11,146.59,807.89,810.57,1228471.401,1232556.67,2588.452,2597.06,2158.921,2166.1,88.257,88.55,1674.94,1680.51,67.86,68.08,552.09,553.88,484.23,485.8,57.79,57.99,545.81,547.58,2104.471,2111.47
"Sweden","Donor","DAC","EU","2018-01-02",2007,1164.3,1266.68,851.78,926.66,1472.23,1601.68,2627.141,2858.14,917.82,998.53,1624.86,1767.75,426680.691,464197.85,2695.234,2932.22,68.093,74.08,237.359,258.23,1293.027,1406.72,687.38,747.82,1259.59,1370.34,572.21,622.52,782.96,851.79,1365.07,1485.09,3920.168,4264.86
"Sweden","Donor","DAC","EU","2018-01-02",2008,1228.57,1397.59,901.96,1026.05,1560.75,1775.48,2762.286,3142.36,1029.47,1171.1,1737.74,1976.81,424615.13,483039.65,2762.286,3142.36,0,0,330.056,375.47,1397.15,1589.39,793.49,902.69,1365.87,1553.83,572.38,651.14,832.57,947.12,1440.13,1638.27,4159.436,4731.75
"Sweden","Donor","DAC","EU","2018-01-02",2009,1203.02,1226.5,876.96,894.06,1564.99,1595.53,2931.355,2988.55,1023.13,1043.09,1760.18,1794.53,397819.268,405581.35,2951.384,3008.97,20.029,20.42,300.987,306.86,1509.801,1539.26,772.22,787.31,1355.2,1381.67,582.98,594.36,794.69,810.19,1415.93,1443.57,4441.156,4527.81
"Sweden","Donor","DAC","EU","2018-01-02",2010,1112.75,1215,800.81,874.4,1406.87,1536.15,2682.618,2929.11,990.82,1081.88,1694.47,1850.18,428248.416,467598,2682.618,2929.11,0,0,363.298,396.68,1469.358,1604.37,758.99,828.75,1290.96,1409.59,531.97,580.84,739.16,807.09,1297.36,1416.58,4151.976,4533.48
"Sweden","Donor","DAC","EU","2018-01-02",2011,1322.33,1621.36,955.24,1171.26,1697.48,2081.34,2825.858,3464.85,1081.18,1325.65,1842.85,2259.58,448545.398,549972,2977.792,3651.14,151.934,186.29,398.81,488.99,1591.985,1951.97,833.42,1021.89,1431.88,1755.7,598.46,733.81,871.07,1068.06,1548.17,1898.28,4417.843,5416.82
"Sweden","Donor","DAC","EU","2018-01-02",2012,1243.3,1475.45,1012.44,1201.49,1667.03,1978.33,3065.44,3637.81,1057.15,1254.53,1744.54,2070.28,453369.9,538021.84,3065.44,3637.81,0,0,480.915,570.71,1349.926,1601.98,802.02,951.78,1299.13,1541.73,497.11,589.95,827.98,982.59,1420.57,1685.85,4415.366,5239.79
"Sweden","Donor","DAC","EU","2018-01-02",2013,1272.87,1586.55,936.65,1167.47,1571.78,1959.13,3143.338,3917.93,1123.89,1400.85,1880.15,2343.51,461166.399,574808.54,3143.338,3917.93,0,0,565.747,705.16,1531.871,1909.36,859.38,1071.15,1446.71,1803.26,587.33,732.11,858.66,1070.26,1446.61,1803.14,4675.209,5827.29
"Sweden","Donor","DAC","EU","2018-01-02",2014,1214.92,1462.76,920.97,1108.87,1597.41,1923.35,3607.195,4343.15,1105.54,1331.03,1834.02,2208.16,473004.809,569509.18,3607.195,4343.15,0,0,909.716,1095.32,1569.379,1889.57,818.11,985.02,1351.87,1627.72,533.76,642.7,816.8,983.45,1418.23,1707.61,5176.574,6232.72
"Sweden","Donor","DAC","EU","2018-01-02",2015,1357.17,1357.17,873.11,873.11,1659.28,1659.28,4827.67,4827.67,1099.66,1099.66,1973.12,1973.12,504738.47,504738.47,4827.67,4827.67,0,0,2396.58,2396.58,2261.63,2261.63,847.26,847.26,1473.23,1473.23,625.97,625.97,802.72,802.72,1522.14,1522.14,7089.3,7089.3
"Sweden","Donor","DAC","EU","2018-01-02",2016,1266.57,1263.03,845.34,842.97,1524.62,1520.39,3461.699,3451.99,1137.5,1134.31,1879.4,1874.15,521696.755,520233.51,3461.699,3451.99,0,0,823.801,821.49,1445.805,1441.75,839.93,837.57,1409.55,1405.62,569.62,568.05,799.25,797.01,1404.62,1400.72,4907.504,4893.74
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2007,450.21,355.87,325.24,257.07,578.28,457.08,1517.22,1199.29,390.5,308.66,692.14,547.11,574884.965,454419.114,1598.224,1263.32,81.004,64.03,192.89,152.47,533.302,421.55,339.45,268.31,587.54,464.42,248.09,196.11,304.45,240.64,548.44,433.5,2050.522,1620.84
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2008,427.5,376.35,307.74,270.92,567.86,499.93,1648.533,1451.34,360.73,317.58,643.8,566.78,548804.595,483158.175,1760.825,1550.2,112.292,98.86,296.121,260.7,553.668,487.44,317.24,279.28,554.19,487.89,236.95,208.61,282.26,248.49,528.26,465.07,2202.201,1938.78
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2009,477.38,427.47,345.07,309.01,624.85,559.55,1773.012,1587.75,411.04,368.08,736.09,659.15,583979.423,522959.308,1954.864,1750.6,181.852,162.85,380.554,340.79,624.75,559.47,349.8,313.25,604.64,541.46,254.84,228.21,316.89,283.77,573.93,513.93,2397.762,2147.22
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2010,511.92,477.83,333.64,311.42,646.37,603.33,1801.944,1681.97,433.2,404.36,775.79,724.14,626927.802,585186.943,1834.448,1712.31,32.504,30.34,391.592,365.52,629.556,587.64,370.24,345.6,641.9,599.18,271.66,253.58,312.19,291.4,610.87,570.19,2431.5,2269.61
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2011,511.87,562.68,449.1,493.67,738.67,812,2085.808,2292.82,486.68,534.98,793.96,872.78,605423.89,665510.94,2156.593,2370.63,70.785,77.81,488.934,537.46,618.896,680.32,411.08,451.91,658.7,724.11,247.62,272.2,375.5,412.77,651.2,715.84,2704.704,2973.14
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2012,560.61,581.73,506.61,525.7,782.47,811.92,2349.842,2438.45,540.81,561.19,848.06,880.02,629056.91,652777.35,2364.432,2453.59,14.59,15.14,630.601,654.38,576.8,598.55,456.36,473.56,683.06,708.78,226.7,235.22,419.25,435.05,684.48,710.24,2926.642,3037
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2013,598.92,628.92,539.66,566.69,839.23,881.28,2385.947,2505.62,615.35,646.19,966.07,1014.49,664515.267,697845.698,2385.947,2505.62,0,0,428.793,450.3,661.329,694.5,505.65,530.99,787.45,826.94,281.8,295.95,452.78,475.45,741.26,778.39,3047.276,3200.12
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2014,655.07,692.67,615.31,650.58,940.44,994.37,2627.853,2778.52,702.38,742.65,1080.98,1142.98,659758.489,697585.63,2627.853,2778.52,0,0,457.235,483.45,703.107,743.42,547.76,579.16,824.59,871.88,276.83,292.72,508.89,538.06,815.28,862.03,3330.96,3521.94
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2015,716.76,716.76,654.73,654.73,1012.47,1012.47,2726.49,2726.49,768.61,768.61,1189.2,1189.2,686202.93,686202.93,2726.49,2726.49,0,0,497.61,497.61,802.84,802.84,618.14,618.14,927.94,927.94,309.8,309.8,549.98,549.98,896.37,896.37,3529.33,3529.33
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2016,692.72,670.89,602.71,583.7,993,961.7,2862.812,2772.51,708.53,686.21,1137.79,1101.94,697166.322,675175.57,2862.812,2772.51,0,0,713.991,691.47,836.361,809.98,592.43,573.74,925.42,896.23,332.99,322.49,506.9,490.91,861.29,834.14,3699.173,3582.49
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2007,3.22,3.28,0.66,0.66,3.78,3.84,57.922,60.63,46.46,48.61,50.31,52.56,179528.245,187923,57.922,60.63,0,0,0,0,5.999,6.28,46.96,49.13,50.37,52.63,3.41,3.5,0.59,0.59,3.64,3.7,63.921,66.91
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2008,1.8,1.88,1.15,1.24,3.47,3.69,151.962,166.38,118.43,129.65,119.72,130.95,179657.936,196703.47,151.962,166.38,0,0,0,0,9.736,10.66,119.09,130.38,120.02,131.32,0.93,0.94,1.09,1.18,2.09,2.19,161.698,177.04
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2009,1.63,1.66,1.46,1.5,2.2,2.25,32.928,34.77,27.43,28.91,28.12,29.6,194572.836,205459.46,32.928,34.77,0,0,0,0,3.513,3.71,28.22,29.76,28.73,30.27,0.51,0.51,1.36,1.4,2.06,2.11,36.441,38.48
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2010,3.41,3.54,1.06,1.11,4.61,4.79,-4.122,-4.39,-8.12,-8.67,-4.7,-5.12,319001.719,339769.8,-4.122,-4.39,0,0,0,0,8.318,8.86,-7.57,-8.08,-4.64,-5.03,2.93,3.05,0.99,1.04,4.05,4.21,4.196,4.47
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2011,3.19,3.53,0.66,0.73,4.19,4.65,12.524,14.14,8.91,10.03,12.25,13.72,307368.625,347019.19,12.524,14.14,0,0,0,0,7.662,8.65,9.29,10.46,12.2,13.7,2.91,3.24,0.64,0.71,3.7,4.11,20.186,22.79
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2012,2.3,2.44,0.82,0.86,3.15,3.35,4.611,5.08,0.630000000000001,0.659999999999999,3,3.18,346364.91,381575.92,4.611,5.08,0,0,0,0,5.818,6.41,1.51,1.64,3.5,3.77,1.99,2.13,0.74,0.78,2.75,2.93,10.429,11.49
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2013,4.26,4.67,1.31,1.4,5.83,6.36,25.046,27.72,20.53,22.68,25.38,28.02,339586.687,375844.021,25.046,27.72,0,0,0,0,7.807,8.64,21.71,24,25.68,28.37,3.97,4.37,1.2,1.29,5.04,5.52,32.853,36.36
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2014,0.72,0.78,0.82,0.88,0.82,0.88,54.495,60.49,50.38,55.91,50.38,55.91,338594.678,375844.02,54.495,60.49,0,0,0,0,7.64,8.48,51.1,56.71,51.1,56.71,0,0,0.8,0.86,0.8,0.86,62.135,68.97
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2015,1.83,1.83,1.28,1.28,2.17,2.17,54.3,54.3,49.68,49.68,51.2,51.2,367799,367799,54.3,54.3,0,0,0,0,8.12,8.12,49.59,49.59,50.75,50.75,1.16,1.16,1.24,1.24,1.99,1.99,62.42,62.42
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2016,5.66,5.65,1.82,1.81,6.97,6.96,54.097,53.73,48.18,47.85,55.25,54.92,370307.789,367798.78,54.097,53.73,0,0,0,0,114.727,113.95,49.07,48.73,54.58,54.24,5.51,5.51,1.72,1.71,6.55,6.54,168.824,167.68
"Timor Leste","Donor","Non-DAC","Non-EU","2018-01-02",2014,0.63,0.7,2.88,3.2,2.88,3.2,2.973,3.3,0.72,0.8,0.72,0.8,0,0,2.973,3.3,0,0,0,0,0.063,0.07,0.63,0.7,0.63,0.7,0,0,2.88,3.2,2.88,3.2,3.036,3.37
"Timor Leste","Donor","Non-DAC","Non-EU","2018-01-02",2015,0,0,0.56,0.56,0.56,0.56,4,4,0.44,0.44,0.44,0.44,0,0,4,4,0,0,0,0,0,0,1.94,1.94,1.94,1.94,0,0,0.5,0.5,0.5,0.5,4,4
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2007,33.9,39.79,26.43,30.99,40.21,47.22,464.765,545.04,179.18,210.14,195.49,229.31,561758.24,658786,464.765,545.04,0,0,33.947,39.81,48.852,57.29,85.99,100.83,98.88,115.99,12.89,15.16,23.96,28.08,36.03,42.3,513.617,602.33
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2008,37.84,49.33,39.68,51.73,48.79,63.59,563.936,735.74,274.36,357.92,282.21,368.15,568575.097,741792,563.936,735.74,0,0,83.739,109.25,34.201,44.62,149.12,194.54,155.14,202.37,6.02,7.83,34.76,45.33,40.69,53.06,598.137,780.36
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2009,36.68,42.65,40.39,46.96,49.48,57.51,572.136,665.31,240.04,279.14,249.98,290.69,531116.953,617611,572.136,665.31,0,0,55.097,64.07,35.998,41.86,117.54,136.68,124.95,145.26,7.41,8.58,37.62,43.73,46.29,53.8,608.134,707.17
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2010,30.49,38.58,30.08,38.08,36.18,45.78,726.055,920.13,297.54,377.03,304.7,386.08,581728.599,737225.48,726.055,920.13,0,0,52.553,66.6,37.316,47.29,125.5,159.04,130.99,165.97,5.49,6.93,27.2,34.44,32.61,41.26,763.371,967.42
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2011,164.09,202.49,218.64,269.78,232.48,286.85,993.806,1226.21,620.9,766.12,635.71,784.39,625923.803,772298,993.806,1226.21,0,0,173.035,213.5,37.93,46.8,227.03,280.15,239.4,295.41,12.37,15.26,171.25,211.3,184.37,227.48,1031.736,1273.01
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2012,583.49,718.11,608.98,749.47,644.9,793.65,1968.322,2422.5,1587.47,1953.71,1628.96,2004.77,638876.409,786293,1968.322,2422.5,0,0,90.027,110.8,90.027,110.8,277.65,341.69,306.91,377.7,29.26,36.01,145.87,179.5,180.21,221.75,2058.349,2533.3
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2013,635.87,781.44,636.93,782.73,698.33,858.16,2568.551,3156.67,2132.77,2621.07,2203.66,2708.18,667225.834,820000,2568.551,3156.67,0,0,71.035,87.3,122.867,151,234.14,287.72,290.37,356.81,56.23,69.09,155.38,190.93,214.41,263.46,2691.418,3307.67
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2014,151.51,175.47,331.01,383.29,361.83,418.99,3024.685,3502.35,2293.21,2655.37,2322.31,2689.1,690985.165,800107,3024.685,3502.35,0,0,99.869,115.64,76.629,88.73,182.94,211.86,207.13,239.87,24.19,28.01,132.68,153.64,160.29,185.61,3101.314,3591.08
