Donor,Donor_Group_Type,Donor_DAC_Country,Donor_EU_Country,as_of_date,Time_Period,Africa_Fragile_ODA_Constant Prices,Africa_Fragile_ODA_Current Prices,Africa_Fragile_ODA_National currency,Africa_ODA_Bilateral_Constant Prices,Africa_ODA_Bilateral_Current Prices,Africa_ODA_Bilateral_National currency,Africa_ODA_Constant Prices,Africa_ODA_Current Prices,Africa_ODA_National currency,Bilat_ODA_Ex_Debt_Relief_Constant Prices,Bilat_ODA_Ex_Debt_Relief_Current Prices,Bilat_ODA_Ex_Debt_Relief_National currency,Fragile_State_ODA_Bilateral_Constant Prices,Fragile_State_ODA_Bilateral_Current Prices,Fragile_State_ODA_Bilateral_National currency,Fragile_State_ODA_Constant Prices,Fragile_State_ODA_Current Prices,Fragile_State_ODA_National currency,GNI_Constant Prices,GNI_Current Prices,GNI_National currency,IA_Bilateral_ODA_Constant Prices,IA_Bilateral_ODA_Current Prices,IA_Bilateral_ODA_National currency,IA6_Debt_Relief_Constant Prices,IA6_Debt_Relief_Current Prices,IA6_Debt_Relief_National currency,IA82_In_Donor_Refugee_Cost_Constant Prices,IA82_In_Donor_Refugee_Cost_Current Prices,IA82_In_Donor_Refugee_Cost_National currency,IB_Multilateral_ODA_Constant Prices,IB_Multilateral_ODA_Current Prices,IB_Multilateral_ODA_National currency,LDC_ODA_Bilateral_Constant Prices,LDC_ODA_Bilateral_Current Prices,LDC_ODA_Bilateral_National currency,LDC_ODA_Constant Prices,LDC_ODA_Current Prices,LDC_ODA_Imputed_Multilateral_Constant Prices,LDC_ODA_Imputed_Multilateral_Current Prices,LDC_ODA_Imputed_Multilateral_National currency,LDC_ODA_National currency,SSA_ODA_Bilateral_Constant Prices,SSA_ODA_Bilateral_Current Prices,SSA_ODA_Bilateral_National currency,SSA_ODA_Constant Prices,SSA_ODA_Current Prices,SSA_ODA_National currency,Total_ODA_ONE_Constant Prices,Total_ODA_ONE_Current Prices,Total_ODA_ONE_National currency,Release
France,Donor,DAC,EU,2017-05-16,2014,2098.47,2494.07,1879.780559,2439.29,2899.11,2185.059207,3967.09,4714.92,3553.635204,5455.225459,6483.66,4886.734542,1268.47,1507.61,1136.285657,2790.01,3315.97,2499.246589,2427439.673161,2885067.47,2174475.352139,5480.483703,6513.68,4909.360616,25.258244,30.02,22.626074,408.162122,485.11,365.627407,3455.247048,4106.64,3095.174568,1051.25,1249.41,941.680317,2143.85,2547.98,1092.6,1298.57,978.732209,1920.412526,1741.04,2069.23,1559.578651,3027,3597.6,2711.51112,8910.472507,10590.3,7981.90911,Preliminary
France,Donor,DAC,EU,2017-05-16,2015,2296.01,2296.01,2069.853015,2152.86,2152.86,1940.80329,3885.53,3885.53,3502.805295,5018.34,5018.34,4524.03351,1215.7,1215.7,1095.95355,3005.92,3005.92,2709.83688,2458662.56,2458662.56,2216484.29784,5157.49,5157.49,4649.477235,139.15,139.15,125.443725,363.35,363.35,327.560025,3881.81,3881.81,3499.451715,961.04,961.04,866.37756,2249.25,2249.25,1288.21,1288.21,1161.321315,2027.698875,1653.18,1653.18,1490.34177,3170.69,3170.69,2858.377035,8900.15,8900.15,8023.485225,Preliminary
France,Donor,DAC,EU,2017-05-16,2016,NA,NA,NA,2468.26797371277,2479.71,2242.401753,4137.08026308939,4156.25831896776,3758.50439784254,5334.968952,5359.7,4846.77671,NA,NA,NA,NA,NA,NA,2489477.035779,2501017.38,2261670.016734,5424.852284,5450,4928.435,89.883332,90.3,81.65829,425.945466,427.92,386.968056,4032.576387,4051.27,3663.563461,1077.06709398907,1082.06,978.506858,2328.62680056773,2339.42149925888,1251.55970657866,1257.36149925888,1137.03200377981,2115.5388617798,1736.44046983808,1744.49,1577.542307,3145.65621954027,3160.23838060944,2857.80356758512,9367.545339,9410.97,8510.340171,Preliminary
"G7 Countries, Total",Group,Group,Group,2017-05-16,2007,16464.92,17045.15,NA,13989.32,14307.08,NA,22956.64,23964.47,NA,42415.268146,42248.52,NA,19602.58,19106.7,NA,29454.19,29690.42,NA,30928676.863939,30675954.41,NA,48482.844731,48911.63,NA,6067.576585,6663.11,NA,1046.86269,1050.38,NA,19182.538943,20645.56,NA,11799.3,11885.25,NA,19663.13,20317.07,7863.83,8431.82,NA,NA,11894.1,12103.5,NA,19969.99,20775.29,NA,61597.807089,62894.08,NA,Preliminary
"G7 Countries, Total",Group,Group,Group,2017-05-16,2008,18946.54,19968.7,NA,16789.06,17409.42,NA,26737.18,28576.66,NA,50274.561094,51492.98,NA,22012.31,21842.6,NA,32555.8,33677.8,NA,31302736.883703,32314440.49,NA,56310.771707,58537.44,NA,6036.210613,7044.46,NA,1146.236729,1184.48,NA,20997.786254,23543.69,NA,14699.34,14946.18,NA,23460.11,24771.87,8760.77,9825.69,NA,NA,14773.32,15190.26,NA,23895.71,25421.66,NA,71272.347348,75036.67,NA,Preliminary
"G7 Countries, Total",Group,Group,Group,2017-05-16,2009,19687.49,20209.83,NA,17794.28,17948.84,NA,28004.62,29090.48,NA,55287.142682,55967.38,NA,24171.62,23616.66,NA,34774.84,35202.41,NA,29983562.7307,30896561.05,NA,56323.683908,57040.31,NA,1036.541226,1072.93,NA,1421.458683,1419.89,NA,22455.19271,24518.48,NA,16597.5,16499.42,NA,24821.71,25488.59,8224.21,8989.17,NA,NA,15841.56,15811.18,NA,25124.16,25936.37,NA,77742.335392,80485.86,NA,Preliminary
"G7 Countries, Total",Group,Group,Group,2017-05-16,2010,21496.86,22239.53,NA,18036.37,18396.3,NA,29547.85,30782.65,NA,58458.000571,59785.82,NA,25836.35,25865.9,NA,38445.83,39503.98,NA,30887577.344125,32082730.73,NA,60446.452251,62045.88,NA,1988.45168,2260.06,NA,1544.769401,1579.58,NA,23974.11034,25832.16,NA,18414.96,18711.29,NA,28555.9,29675.86,10140.94,10964.57,NA,NA,16499.61,16680.72,NA,27221.95,28221.51,NA,82432.110911,85617.98,NA,Preliminary
"G7 Countries, Total",Group,Group,Group,2017-05-16,2011,20774.79,22343.19,NA,19378.07,20632.38,NA,29532.76,32149.96,NA,58477.944131,62515.79,NA,26154.66,27384.42,NA,36304.78,38922.16,NA,31406800.703226,34121137.35,NA,61636.390608,66009.48,NA,3158.446477,3493.69,NA,2041.896554,2258.11,NA,23483.281478,26749.95,NA,18172.31,19117.7,NA,26379.41,28462.31,8207.1,9344.61,NA,NA,17155.57,18076.26,NA,26284.78,28417.77,NA,81961.225609,89265.74,NA,Preliminary
"G7 Countries, Total",Group,Group,Group,2017-05-16,2012,22322.21,23706.9,NA,19640.38,20630.62,NA,30638.82,32713.65,NA,56123.120054,59287.54,NA,24329.54,25627.33,NA,35794.3,38298.75,NA,32635484.077733,35035739.46,NA,58234.352762,61659.89,NA,2111.232708,2372.35,NA,1863.215484,1973.34,NA,24325.454139,26843.6,NA,18499.22,19598.93,NA,26647.6,28626.35,8148.38,9027.42,NA,NA,17502.45,18291.96,NA,27280.97,29045.17,NA,80448.574193,86131.14,NA,Preliminary
"G7 Countries, Total",Group,Group,Group,2017-05-16,2013,24098,25408.65,NA,21130.75,22245.43,NA,32416.45,34539.9,NA,59513.296219,62779.55,NA,27537.66,28756.87,NA,40064.78,42395.68,NA,33310147.571646,35228610.42,NA,62290.274898,66034.97,NA,2776.978679,3255.42,NA,2073.294036,2234.03,NA,26163.094533,28516.64,NA,18852.74,19785.06,NA,28604.09,30408.01,9751.35,10622.95,NA,NA,18772.44,19603,NA,29062.23,30781.87,NA,85676.390752,91296.19,NA,Preliminary
"G7 Countries, Total",Group,Group,Group,2017-05-16,2014,23352.96,25043.82,NA,21169.85,22655.81,NA,33341.21,36042.79,NA,62602.047125,67082.61,NA,24900.72,26313.17,NA,38053.73,40756.38,NA,33959648.915175,36100907.22,NA,63071.518001,67624.77,NA,469.470876,542.16,NA,2913.214976,3180.97,NA,26903.794574,29695.46,NA,17959.9,19016.83,NA,27417.87,29401.72,9457.97,10384.89,NA,NA,18648.68,19719.88,NA,29259.87,31368.4,NA,89505.841699,96778.07,NA,Preliminary
"G7 Countries, Total",Group,Group,Group,2017-05-16,2015,23429.1,23429.1,NA,21813.57,21813.57,NA,32938.7,32938.7,NA,68282.96,68282.96,NA,26502.14,26502.14,NA,38231.74,38231.74,NA,34911289.79,34911289.79,NA,68583.39,68583.39,NA,300.43,300.43,NA,6165.14,6165.14,NA,25409.93,25409.93,NA,19258.7,19258.7,NA,27790.14,27790.14,8531.44,8531.44,NA,NA,19301.65,19301.65,NA,29126.4,29126.4,NA,93692.89,93692.89,NA,Preliminary
"G7 Countries, Total",Group,Group,Group,2017-05-16,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,76346.713721,76271.05,NA,NA,NA,NA,NA,NA,NA,35159224.217973,35646293.3,NA,76648.518699,76576.38,NA,301.804978,305.33,NA,0,0,NA,28659.740307,28381.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105006.454028,104652.68,NA,Preliminary
Germany,Donor,DAC,EU,2017-05-16,2007,2395.55,2631.71,1922.464155,1513.14,1662.32,1214.32476,3414.35,3750.96,2740.07628,4662.014019,5121.65,3741.365325,1487.15,1633.77,1193.468985,3523.03,3870.38,2827.31259,3049626.407161,3350294.32,2447390.00076,7236.364388,7949.81,5807.336205,2574.350369,2828.16,2065.97088,12.852819,14.12,10.31466,3951.322335,4340.89,3171.020145,1076.02,1182.12,863.53866,2685.97,2950.8,1609.95,1768.68,1292.02074,2155.5594,1124.46,1235.32,902.40126,2784.21,3058.69,2234.373045,8613.336354,9462.54,6912.38547,Preliminary
Germany,Donor,DAC,EU,2017-05-16,2008,2551.62,2978.22,2064.799926,1672.99,1952.71,1353.813843,3695.25,4313.07,2990.251431,5567.591187,6498.42,4505.354586,1739.93,2030.82,1407.967506,3818.65,4457.05,3090.072765,3128900.639991,3652012.12,2531940.002796,7764.548506,9062.68,6283.156044,2196.957319,2564.26,1777.801458,62.869104,73.38,50.874354,4213.703581,4918.18,3409.774194,1262.04,1473.03,1021.251699,2963.08,3458.41,1701.04,1985.38,1376.463954,2397.715653,1302.37,1520.11,1053.892263,3129.76,3653.02,2532.638766,9781.294768,11416.6,7915.12878,Preliminary
Germany,Donor,DAC,EU,2017-05-16,2009,2459.16,2819.85,2024.934285,1743.66,1999.41,1435.776321,3712.52,4257.05,3056.987605,6114.487637,7011.4,5034.88634,1910.54,2190.78,1573.199118,3865.48,4432.45,3182.942345,2967991.938302,3403356.08,2443950.001048,6188.718916,7096.52,5096.011012,74.231279,85.12,61.124672,60.705349,69.61,49.986941,4345.241968,4982.63,3578.026603,1410.63,1617.53,1161.548293,2936.03,3366.68,1525.4,1749.15,1256.064615,2417.612908,1322.41,1516.36,1088.898116,3067.45,3517.36,2525.816216,10459.729605,11994.03,8612.912943,Preliminary
Germany,Donor,DAC,EU,2017-05-16,2010,2679.15,2944.01,2222.72755,1669.81,1834.88,1385.3344,3721.36,4089.25,3087.38375,7191.675891,7902.66,5966.5083,2170.83,2385.43,1800.99965,4307.49,4733.32,3573.6566,3055876.420307,3357986.75,2535279.99625,7312.591883,8035.53,6066.82515,120.915992,132.87,100.31685,73.903723,81.21,61.31355,4504.505201,4949.83,3737.12165,1606.05,1764.8,1332.424,3315,3642.72,1708.95,1877.92,1417.8296,2750.2536,1341.25,1473.83,1112.74165,3191.57,3507.07,2647.83785,11696.181092,12852.49,9703.62995,Preliminary
Germany,Donor,DAC,EU,2017-05-16,2011,2539.78,2961.42,2129.853264,1993.99,2325.02,1672.154384,3972.79,4632.35,3331.58612,7255.473349,8460.08,6084.489536,2216.76,2584.76,1858.959392,4073.6,4749.86,3416.099312,3124742.002181,3643534.48,2620429.998016,7492.328867,8736.26,6283.118192,236.855518,276.18,198.628656,73.823314,86.08,61.908736,4593.95762,5356.68,3852.524256,1557.08,1815.55,1305.74356,3041.81,3546.76,1484.73,1731.21,1245.086232,2550.829792,1513.76,1765.05,1269.42396,3230.77,3767.12,2709.312704,11849.430969,13816.76,9937.013792,Preliminary
Germany,Donor,DAC,EU,2017-05-16,2012,2590.3,2834.98,2205.61444,2063.37,2258.25,1756.9185,3936.53,4308.34,3351.88852,7345.687173,8039.46,6254.69988,2364.06,2587.4,2012.9972,4121.56,4510.9,3509.4802,3180242.076386,3480604.11,2707909.99758,7843.262988,8584.03,6678.37534,497.575815,544.57,423.67546,69.386686,75.94,59.08132,3979.610584,4355.47,3388.55566,1701.63,1862.35,1448.9083,2918.31,3193.96,1216.68,1331.61,1035.99258,2484.90088,1602.92,1754.32,1364.86096,3144.72,3441.75,2677.6815,11325.297757,12394.93,9643.25554,Preliminary
Germany,Donor,DAC,EU,2017-05-16,2013,2377.61,2740.81,2064.378092,1967.44,2267.98,1708.242536,3764.12,4339.14,3268.240248,8085.09917,9320.16,7019.944512,2354.25,2713.85,2044.07182,4140.04,4772.44,3594.601808,3240722.24339,3735767.39,2813779.998148,8198.705008,9451.12,7118.583584,113.605838,130.96,98.639072,120.398246,138.79,104.536628,4144.097381,4777.14,3598.141848,1546.13,1782.31,1342.435892,2917.28,3362.9,1371.15,1580.59,1190.500388,2532.93628,1319.92,1521.54,1146.023928,2849.03,3284.26,2473.704632,12229.196551000001,14097.3,10618.08636,Preliminary
Germany,Donor,DAC,EU,2017-05-16,2014,2456.12,2881.23,2171.583051,2540.11,2979.78,2245.860186,4417,5181.55,3905.334235,9483.364727,11124.85,8384.799445,2324.67,2727,2055.3399,4195.15,4921.22,3709.123514,3372503.141316,3956253.15,2981827.999155,9879.318657,11589.34,8734.885558,395.95393,464.49,350.086113,146.075622,171.36,129.154032,4242.518198,4976.86,3751.059382,1559.15,1829.03,1378.539911,2902.3,3404.66,1343.15,1575.63,1187.552331,2566.092242,1502.5,1762.57,1328.449009,3066.5,3597.29,2711.277473,13725.882925,16101.71,12135.858827,Preliminary
Germany,Donor,DAC,EU,2017-05-16,2015,2161.7,2161.7,1948.77255,3034.21,3034.21,2735.340315,4479.18,4479.18,4037.98077,14069.35,14069.35,12683.519025,2495.9,2495.9,2250.05385,3860.86,3860.86,3480.56529,3429093.73,3429093.73,3091327.997595,14112.97,14112.97,12722.842455,43.62,43.62,39.32343,3018.56,3018.56,2721.23184,3827.24,3827.24,3450.25686,1602.64,1602.64,1444.77996,2595.62,2595.62,992.98,992.98,895.17147,2339.95143,1872.48,1872.48,1688.04072,3047.33,3047.33,2747.167995,17896.59,17896.59,16133.775885,Preliminary
Germany,Donor,DAC,EU,2017-05-16,2016,NA,NA,NA,3163.92362872136,3197.86,2891.824798,5344.11746111387,5401.43867856383,4884.52099702527,19325.028967,19532.31,17663.067933,NA,NA,NA,NA,NA,NA,3498155.959255,3535677.32,3197313.000476,19367.117523,19574.85,17701.536855,42.088556,42.54,38.468922,6151.65708,6217.64,5622.611852,5040.614171,5094.68,4607.119124,1599.64215506534,1616.7999807456,1462.07222258825,3267.99175345194,3303.04436359522,1668.3495983866,1686.24438284962,1524.87079541091,2986.94301799915,2012.99849767038,2034.59,1839.879737,3903.37071202401,3945.23842226799,3567.67910525695,24365.643138,24626.99,22270.187057,Preliminary
Greece,Donor,DAC,EU,2017-05-16,2007,81.15,97.85,71.479425,24.61,29.68,21.68124,115.9,139.78,102.10929,206.642453,249.19,182.033295,39.8,48.01,35.071305,131.35,158.39,115.703895,255749.321036,308407.94,225292.00017,206.642453,249.19,182.033295,0,0,0,3.831166,4.62,3.37491,208.665839,251.63,183.815715,22.53,27.18,19.85499,91.22,110.01,68.69,82.83,60.507315,80.362305,13.98,16.86,12.31623,88.27,106.45,77.761725,415.308292,500.82,365.84901,Preliminary
Greece,Donor,DAC,EU,2017-05-16,2008,108.81,143.92,99.779736,33.54,44.28,30.699324,148.57,196.41,136.171053,236.024531,312.17,216.427461,45.63,60.33,41.826789,165.65,219.1,151.90203,252227.387471,333600.17,231284.997861,236.024531,312.17,216.427461,0,0,0,22.107689,29.24,20.272092,295.618513,390.99,271.073367,19.63,25.94,17.984202,116.32,153.86,96.69,127.92,88.686936,106.671138,18.84,24.85,17.228505,120.86,159.77,110.768541,531.643044,703.16,487.500828,Preliminary
Greece,Donor,DAC,EU,2017-05-16,2009,79.2,103.86,74.581866,35.39,46.4,33.31984,131.57,172.57,123.922517,226.369409,296.94,213.232614,51.36,67.34,48.356854,137.42,180.22,129.415982,245165.586776,321595.88,230938.001428,226.369409,296.94,213.232614,0,0,0,18.944163,24.85,17.844785,236.577149,310.33,222.847973,22.09,28.93,20.774633,88.95,116.62,66.86,87.69,62.970189,83.744822,18.22,23.87,17.141047,100.79,132.18,94.918458,462.946558,607.27,436.080587,Preliminary
Greece,Donor,DAC,EU,2017-05-16,2010,81.39,102.38,77.2969,25.63,32.18,24.2959,123.84,155.77,117.60635,168.340352,211.82,159.9241,23.74,29.84,22.5292,124.55,156.69,118.30095,235633.608901,296494.04,223853.0002,168.340352,211.82,159.9241,0,0,0,27.465974,34.56,26.0928,235.161506,295.9,223.4045,4.7,5.87,4.43185,84.02,105.69,79.32,99.82,75.3641,79.79595,12.94,16.23,12.25365,97.67,122.85,92.75175,403.501858,507.72,383.3286,Preliminary
Greece,Donor,DAC,EU,2017-05-16,2011,53.3,70.87,50.969704,13.87,18.38,13.218896,86.28,114.7,82.49224,115.699751,153.9,110.68488,19.99,26.54,19.087568,80.24,106.69,76.731448,217676.955289,289546.72,208242.001024,115.699751,153.9,110.68488,0,0,0,19.095346,25.4,18.26768,203.636073,270.87,194.809704,3.92,5.13,3.689496,50.22,66.72,46.3,61.59,44.295528,47.985024,5.66,7.45,5.35804,60.03,79.76,57.363392,319.335824,424.77,305.494584,Preliminary
Greece,Donor,DAC,EU,2017-05-16,2012,49.29,60.32,46.92896,7.63,9.28,7.21984,78.75,96.38,74.98364,87.607266,107.31,83.48718,13.78,16.83,13.09374,71.34,87.32,67.93496,204313.68022,250263.5,194705.003,87.607266,107.31,83.48718,0,0,0,16.327885,20,15.56,179.688373,220.1,171.2378,3.31,4.01,3.11978,40.93,50.08,37.62,46.07,35.84246,38.96224,4.85,5.88,4.57464,53.45,65.4,50.8812,267.295639,327.41,254.72498,Preliminary
Greece,Donor,DAC,EU,2017-05-16,2013,36.43,44.88,33.803616,1.84,2.26,1.702232,59.35,73.14,55.089048,35.370686,43.61,32.847052,3.56,4.38,3.299016,52.51,64.72,48.747104,195860.270397,241484.33,181885.997356,35.370686,43.61,32.847052,0,0,0,17.324418,21.36,16.088352,158.523287,195.45,147.21294,1.18,1.45,1.0921400000000001,36.21,44.63,35.03,43.18,32.523176,33.615316,1.18,1.45,1.0921400000000001,43.25,53.29,40.138028,193.893973,239.06,180.059992,Preliminary
Greece,Donor,DAC,EU,2017-05-16,2014,41.01,49.58,37.368446,2.72,3.28,2.472136,65.2,78.82,59.406634,38.13167,46.1,34.74557,4.75,5.75,4.333775,59.59,72.03,54.289011,194029.893956,234576.09,176799.999033,38.13167,46.1,34.74557,0,0,0,17.610049,21.29,16.046273,166.538622,201.34,151.749958,1.54,1.86,1.401882,41.04,49.59,39.5,47.73,35.974101,37.375983,1.64,1.98,1.492326,47.43,57.34,43.217158,204.670292,247.44,186.495528,Preliminary
Greece,Donor,DAC,EU,2017-05-16,2015,37.17,37.17,33.508755,2.24,2.24,2.01936,61.17,61.17,55.144755,71.88,71.88,64.79982,3.56,3.56,3.20934,56.17,56.17,50.637255,195784.8,195784.8,176499.9972,71.88,71.88,64.79982,0,0,0,59.43,59.43,53.576145,166.82,166.82,150.38823,1.15,1.15,1.036725,38.1,38.1,36.95,36.95,33.310425,34.34715,1.29,1.29,1.162935,44.03,44.03,39.693045,238.7,238.7,215.18805,Preliminary
Greece,Donor,DAC,EU,2017-05-16,2016,NA,NA,NA,2.00420084848485,2,1.8086,71.7725735002634,71.6221366281954,64.7678981528771,71.14913,71,64.2053,NA,NA,NA,NA,NA,NA,195242.80282,194833.57,176187.997351,71.14913,71,64.2053,0,0,0,59.123925,59,53.3537,193.405382,193,174.5299,1.00210042424242,1,0.9043,45.3372821487528,45.2422542212047,44.3351817245104,44.2422542212047,40.0082704922354,40.9125704922354,1.00210042424242,1,0.9043,52.0578640026885,51.9487495896867,46.9772542539537,264.554512,264,238.7352,Preliminary
Hungary,Donor,DAC,EU,2017-05-16,2007,34.84,41.47,7613.4773,15.07,17.93,3291.7687,42.49,50.61,9291.4899,27.745806,33.03,6063.9777,21.82,25.96,4765.9964,49.86,59.37,10899.7383,112802.458156,134285.71,24653513.4989,27.745806,33.03,6063.9777,0,0,0,0,0,0,59.170891,70.44,12932.0796,21.44,25.51,4683.3809,42.68,50.82,21.24,25.31,4646.6629,9330.0438,14.96,17.8,3267.902,37.63,44.82,8228.5038,86.916697,103.47,18996.0573,Preliminary
Hungary,Donor,DAC,EU,2017-05-16,2008,21.06,27.51,4830.39837,0.13,0.16,28.09392,30.36,39.66,6963.78042,11.823726,15.45,2712.81915,3.62,4.73,830.52651,33.75,44.11,7745.14257,108913.469434,142316.65,24988953.62355,11.823726,15.45,2712.81915,0,0,0,0,0,0,70.016357,91.49,16064.45463,3.44,4.49,788.38563,27.12,35.45,23.68,30.96,5436.17352,6224.55915,0.08,0.1,17.5587,25.77,33.66,5910.25842,81.840083,106.94,18777.27378,Preliminary
Hungary,Donor,DAC,EU,2017-05-16,2009,19.54,23.15,4662.84985,0.7,0.81,163.14939,31.67,37.49,7551.19831,24.994636,29.6,5962.0024,9.61,11.36,2288.11984,38.39,45.44,9152.47936,103676.129166,122778.88,24729999.23072,24.994636,29.6,5962.0024,0,0,0,0,0,0,73.734176,87.32,17587.90708,8.86,10.48,2110.87112,31.23,36.96,22.37,26.48,5333.57512,7444.44624,0.53,0.61,122.86559,27.54,32.6,6566.2594,98.728812,116.92,23549.90948,Preliminary
Hungary,Donor,DAC,EU,2017-05-16,2010,24.81,29.16,6058.39824,0.81,0.94,195.29816,33.69,39.58,8223.29912,24.145246,28.36,5892.18704,6.51,7.64,1587.31696,41.27,48.49,10074.47636,105443.087562,123849.06,25731376.10184,24.145246,28.36,5892.18704,0,0,0,0,0,0,73.201982,85.98,17863.54872,5.92,6.95,1443.9598,34.37,40.38,28.45,33.43,6945.55052,8389.51032,0.67,0.78,162.05592,30.03,35.29,7331.99156,97.347228,114.34,23755.73576,Preliminary
Hungary,Donor,DAC,EU,2017-05-16,2011,18.42,22.89,4598.756652,0.58,0.71,142.643828,31.11,38.64,7763.038752,26.701697,33.15,6660.06042,6.73,8.33,1673.553644,32.49,40.35,8106.58938,104470.804904,129699.89,26057589.860252,26.701697,33.15,6660.06042,0,0,0,0,0,0,85.848171,106.58,21412.646744,6.13,7.59,1524.882612,26.09,32.4,19.96,24.81,4984.497708,6509.38032,0.38,0.46,92.417128,23.94,29.73,5972.959164,112.549868,139.73,28072.707164,Preliminary
Hungary,Donor,DAC,EU,2017-05-16,2012,23.95,27.5,6182.6325,0.78,0.9,202.3407,36.33,41.7,9375.1191,18.975218,21.77,4894.39671,2.49,2.85,640.74555,33.24,38.15,8576.99745,104021.825005,119342.77,26830999.57971,18.975218,21.77,4894.39671,0,0,0,0,0,0,84.207435,96.61,21720.15003,1.85,2.11,474.37653,22.25,25.52,20.4,23.41,5263.10643,5737.48296,0.63,0.72,161.87256,26.75,30.7,6902.0661,103.182653,118.38,26614.54674,Preliminary
Hungary,Donor,DAC,EU,2017-05-16,2013,21.63,25.62,5727.105048,0.9,1.03,230.246612,31.92,37.82,8454.297928,28.860659,34.28,7662.964912,1.96,2.29,511.907516,31.11,36.85,8237.46374,104742.412471,124410.53,27810779.640412,28.860659,34.28,7662.964912,0,0,0,0,0,0,79.055306,93.9,20990.44356,1.16,1.36,304.014944,22.8,27.01,21.64,25.65,5733.81126,6037.826204,0.76,0.88,196.715552,25.35,30.04,6715.153616,107.915965,128.18,28653.408472,Preliminary
Hungary,Donor,DAC,EU,2017-05-16,2014,23.75,27.99,6511.008609,0.81,0.95,220.988145,36.77,43.35,10084.037985,25.513269,30.1,7001.83491,1.21,1.41,327.992931,34.38,40.56,9435.030696,112071.55053,132219.58,30756799.701978,25.513269,30.1,7001.83491,0,0,0,8.823692,10.41,2421.564831,96.568993,113.93,26502.294063,0.65,0.77,179.116707,24.31,28.66,23.66,27.89,6487.746699,6666.863406,0.39,0.46,107.004786,27.67,32.61,7585.708851,122.082262,144.03,33504.128973,Preliminary
Hungary,Donor,DAC,EU,2017-05-16,2015,24.98,24.98,6974.231148,3.03,3.03,845.953578,39.9,39.9,11139.78474,47.34,47.34,13216.977684,3.79,3.79,1058.139954,38.71,38.71,10807.545546,116104.44,116104.44,32415500.475144,47.34,47.34,13216.977684,0,0,0,9.68,9.68,2702.584368,108.21,108.21,30211.431246,1.36,1.36,379.701936,26,26,24.64,24.64,6879.305664,7259.0076,1.43,1.43,399.245418,29.57,29.57,8255.725182,155.55,155.55,43428.40893,Preliminary
Hungary,Donor,DAC,EU,2017-05-16,2016,NA,NA,NA,3.9148153963964,3.89,1095.11669,56.3917243479021,56.0342661151442,15774.8226310015,18.426805,18.31,5154.64951,NA,NA,NA,NA,NA,NA,120679.15586,119914.19,33758362.68299,18.426805,18.31,5154.64951,0,0,0,9.872581,9.81,2761.72101,137.964535,137.09,38593.71389,10.7682582882883,10.7,3012.2747,46.7248092023141,46.4286280176358,35.9565509140258,35.7286280176358,10058.3590881529,13070.6337881529,1.73097236036036,1.72,484.21612,42.5502557853292,42.2805364353305,11902.8588978107,156.39134,155.4,43748.3634,Preliminary
Iceland,Donor,DAC,Non-EU,2017-05-16,2007,10.9,14.38,921.397062,9.1,12.02,770.180298,12.66,16.64,1066.206336,28.27125,37.39,2395.760511,11.83,15.63,1001.490687,16.2,21.34,1367.358366,13754.466134,18190.9,1165580.09841,28.27125,37.39,2395.760511,0,0,0,0,0,0,8.211441,10.86,695.853414,11.39,15.05,964.327245,14.94,19.68,3.55,4.63,296.666787,1260.994032,9.1,12.02,770.180298,12.51,16.46,1054.672854,36.482691,48.25,3091.613925,Preliminary
Iceland,Donor,DAC,Non-EU,2017-05-16,2008,15.73,16.39,1490.565604,15.57,16.25,1477.8335,19.66,20.48,1862.524928,34.551441,36.07,3280.335652,16.94,17.68,1607.882848,20.92,21.78,1980.751608,13036.803616,13609.78,1237722.388408,34.551441,36.07,3280.335652,0,0,0,0,0,0,11.820482,12.34,1122.244024,15.25,15.91,1446.912676,18.47,19.2,3.22,3.29,299.204444,1746.1171200000001,15.57,16.25,1477.8335,18.72,19.5,1773.4002,46.371923,48.41,4402.579676,Preliminary
Iceland,Donor,DAC,Non-EU,2017-05-16,2009,14.43,12.26,1512.29552,15.43,13.1,1615.9112,17.94,15.25,1881.118,29.748824,25.27,3117.10504,15.59,13.25,1634.414,18.34,15.61,1925.52472,12453.432406,10578.51,1304880.36552,29.748824,25.27,3117.10504,0,0,0,0,0,0,10.771735,9.15,1128.6708,14.21,12.07,1488.85864,16.32,13.86,2.11,1.79,220.80008,1709.65872,15.43,13.1,1615.9112,17.88,15.19,1873.71688,40.520559,34.42,4245.77584,Preliminary
Iceland,Donor,DAC,Non-EU,2017-05-16,2010,12.62,11.41,1394.78122,12.29,11.1,1356.8862,15.42,13.95,1705.2759,22.979856,20.77,2538.96634,13.69,12.36,1510.91112,17.29,15.64,1911.86488,12303.70465,11120.52,1359394.60584,22.979856,20.77,2538.96634,0,0,0,0,0,0,8.829044,7.98,975.49116,12.32,11.12,1359.33104,14.93,13.5,2.61,2.38,290.93596,1650.267,12.29,11.1,1356.8862,15.17,13.72,1677.16024,31.8089,28.75,3514.4575,Preliminary
