"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Constant_price_date","Time_Period","Africa_Fragile_ODA_Constant Prices","Africa_Fragile_ODA_Current Prices","Africa_Fragile_ODA_National currency","Africa_ODA_Bilateral_Constant Prices","Africa_ODA_Bilateral_Current Prices","Africa_ODA_Bilateral_National currency","Africa_ODA_Constant Prices","Africa_ODA_Current Prices","Africa_ODA_National currency","Bilat_ODA_Ex_Debt_Relief_Constant Prices","Bilat_ODA_Ex_Debt_Relief_Current Prices","Bilat_ODA_Ex_Debt_Relief_National currency","Fragile_State_ODA_Bilateral_Constant Prices","Fragile_State_ODA_Bilateral_Current Prices","Fragile_State_ODA_Bilateral_National currency","Fragile_State_ODA_Constant Prices","Fragile_State_ODA_Current Prices","Fragile_State_ODA_National currency","GNI_Constant Prices","GNI_Current Prices","GNI_National currency","IA_Bilateral_ODA_Constant Prices","IA_Bilateral_ODA_Current Prices","IA_Bilateral_ODA_National currency","IA6_Debt_Relief_Constant Prices","IA6_Debt_Relief_Current Prices","IA6_Debt_Relief_National currency","IA82_In_Donor_Refugee_Cost_Constant Prices","IA82_In_Donor_Refugee_Cost_Current Prices","IA82_In_Donor_Refugee_Cost_National currency","IB_Multilateral_ODA_Constant Prices","IB_Multilateral_ODA_Current Prices","IB_Multilateral_ODA_National currency","LDC_ODA_Bilateral_Constant Prices","LDC_ODA_Bilateral_Current Prices","LDC_ODA_Bilateral_National currency","LDC_ODA_Constant Prices","LDC_ODA_Current Prices","LDC_ODA_Imputed_Multilateral_Constant Prices","LDC_ODA_Imputed_Multilateral_Current Prices","LDC_ODA_Imputed_Multilateral_National currency","LDC_ODA_National currency","Population_Constant Prices","Population_Current Prices","Population_National currency","SSA_ODA_Bilateral_Constant Prices","SSA_ODA_Bilateral_Current Prices","SSA_ODA_Bilateral_National currency","SSA_ODA_Constant Prices","SSA_ODA_Current Prices","SSA_ODA_National currency","Total_ODA_ONE_Constant Prices","Total_ODA_ONE_Current Prices","Total_ODA_ONE_National currency"
"Estonia","Donor","Non-DAC","EU","2017-05-16",NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,17.54342,NA,NA,NA,NA,NA,NA,NA,22669.6,20500.11928,NA,19.4,17.54342,NA,0,0,NA,2.48,2.242664,NA,24.5,22.15535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,0,NA,NA,NA,NA,NA,NA,NA,43.9,39.69877
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",2015,2007,3266.45,NA,NA,4599.67,NA,NA,4685.37,NA,NA,10050.395858,NA,NA,4559.49,NA,NA,4703.5,NA,NA,0,NA,NA,10050.395858,NA,NA,0,NA,NA,0,NA,NA,272.904547,NA,NA,3387.87,NA,NA,3462.02,NA,74.15,NA,NA,NA,0,NA,NA,3688.13,NA,NA,3769.83,NA,NA,10323.300405,NA,NA
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",2015,2008,3369.17,NA,NA,4744.8,NA,NA,4813.98,NA,NA,10525.111744,NA,NA,4787.73,NA,NA,4912.42,NA,NA,0,NA,NA,10631.259099,NA,NA,106.147355,NA,NA,0,NA,NA,271.804315,NA,NA,3706.97,NA,NA,3769.33,NA,62.36,NA,NA,NA,0,NA,NA,4065.19,NA,NA,4133.3,NA,NA,10796.916059,NA,NA
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",2015,2009,2946.08,NA,NA,4676.15,NA,NA,4832.54,NA,NA,11013.854407,NA,NA,4258.91,NA,NA,4466.09,NA,NA,0,NA,NA,11148.286969,NA,NA,134.432562,NA,NA,0,NA,NA,357.684822,NA,NA,3307.46,NA,NA,3421.01,NA,113.55,NA,NA,NA,0,NA,NA,3937.64,NA,NA,4092.14,NA,NA,11371.539229,NA,NA
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",2015,2010,3362.81,NA,NA,4875.7,NA,NA,4914.87,NA,NA,11036.942627,NA,NA,4974.63,NA,NA,5076.57,NA,NA,0,NA,NA,11056.86973,NA,NA,19.927103,NA,NA,0,NA,NA,222.206662,NA,NA,3909.73,NA,NA,3943.03,NA,33.3,NA,NA,NA,0,NA,NA,4175.01,NA,NA,4213.53,NA,NA,11259.149289,NA,NA
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",2015,2011,2853.41,NA,NA,5022.1,NA,NA,5093.73,NA,NA,14203.558159,NA,NA,4257.53,NA,NA,4408.2,NA,NA,0,NA,NA,14216.494133,NA,NA,12.935974,NA,NA,0,NA,NA,287.919261,NA,NA,3288.47,NA,NA,3350.05,NA,61.58,NA,NA,NA,0,NA,NA,3752.91,NA,NA,3823.83,NA,NA,14491.47742,NA,NA
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",2015,2012,3911.03,NA,NA,6355.07,NA,NA,6433.35,NA,NA,15292.694136,NA,NA,5177.97,NA,NA,5322.42,NA,NA,0,NA,NA,15299.768143,NA,NA,7.074007,NA,NA,0,NA,NA,272.90166,NA,NA,3339.52,NA,NA,3400.19,NA,60.67,NA,NA,NA,0,NA,NA,4308.42,NA,NA,4385.87,NA,NA,15565.595796,NA,NA
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",2015,2013,3113.34,NA,NA,5053.7,NA,NA,5090.58,NA,NA,13396.122069,NA,NA,4454.27,NA,NA,4562.45,NA,NA,0,NA,NA,13396.122069,NA,NA,0,NA,NA,15.582076,NA,NA,201.45688,NA,NA,3214.03,NA,NA,3249.68,NA,35.65,NA,NA,NA,0,NA,NA,3834.88,NA,NA,3870.98,NA,NA,13597.578949,NA,NA
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",2015,2014,3641.19,NA,NA,5695.51,NA,NA,5709.68,NA,NA,13854.859624,NA,NA,5218.71,NA,NA,5236.26,NA,NA,0,NA,NA,13854.859624,NA,NA,0,NA,NA,23.763071,NA,NA,52.243252,NA,NA,3738.69,NA,NA,3749.37,NA,10.68,NA,NA,NA,0,NA,NA,4304.01,NA,NA,4317.68,NA,NA,13907.102876,NA,NA
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",2015,2015,3262.91,NA,NA,5176.41,NA,NA,5256.67,NA,NA,13545.56,NA,NA,4841.29,NA,NA,4921.79,NA,NA,0,NA,NA,13545.56,NA,NA,0,NA,NA,0,NA,NA,124.04,NA,NA,3405.77,NA,NA,3463.61,NA,57.84,NA,NA,NA,0,NA,NA,3887.52,NA,NA,3967.3,NA,NA,13669.6,NA,NA
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",2015,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,15352.838123,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,15352.838123,NA,NA,0,NA,NA,0,NA,NA,272.328191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15625.166314,NA,NA
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",NA,2007,NA,3681.23,NA,NA,5183.77,NA,NA,5280.32,NA,NA,11326.67,8274.132435,NA,5138.47,NA,NA,5300.78,NA,NA,0,0,NA,11326.67,8274.132435,NA,0,0,NA,0,0,NA,307.56,224.67258,NA,3818.06,NA,NA,3901.63,NA,83.57,NA,NA,NA,0,0,NA,4156.47,NA,NA,4248.52,NA,NA,11634.23,8498.805015
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",NA,2008,NA,4078.05,NA,NA,5743.1,NA,NA,5826.85,NA,NA,12739.52,8832.309216,NA,5795.05,NA,NA,5945.96,NA,NA,0,0,NA,12868,8921.3844,NA,128.48,89.075184,NA,0,0,NA,328.99,228.088767,NA,4486.88,NA,NA,4562.38,NA,75.5,NA,NA,NA,0,0,NA,4920.49,NA,NA,5002.94,NA,NA,13068.51,9060.397983
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",NA,2009,NA,3477.52,NA,NA,5519.6,NA,NA,5704.2,NA,NA,13000.41,9335.594421,NA,5027.13,NA,NA,5271.72,NA,NA,0,0,NA,13159.09,9449.542529,NA,158.68,113.948108,NA,0,0,NA,422.2,303.18182,NA,3904.05,NA,NA,4038.1,NA,134.05,NA,NA,NA,0,0,NA,4647.89,NA,NA,4830.26,NA,NA,13422.61,9638.776241
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",NA,2010,NA,3800.38,NA,NA,5510.15,NA,NA,5554.43,NA,NA,12473.06,9417.1603,NA,5621.95,NA,NA,5737.16,NA,NA,0,0,NA,12495.58,9434.1629,NA,22.52,17.0026,NA,0,0,NA,251.12,189.5956,NA,4418.48,NA,NA,4456.11,NA,37.63,NA,NA,NA,0,0,NA,4718.27,NA,NA,4761.82,NA,NA,12724.18,9606.7559
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",NA,2011,NA,3421.15,NA,NA,6021.42,NA,NA,6107.23,NA,NA,17029.81,12247.839352,NA,5104.72,NA,NA,5285.3,NA,NA,0,0,NA,17045.32,12258.994144,NA,15.51,11.154792,NA,0,0,NA,345.21,248.275032,NA,3942.85,NA,NA,4016.61,NA,73.76,NA,NA,NA,0,0,NA,4499.69,NA,NA,4584.66,NA,NA,17375.02,12496.114384
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",NA,2012,NA,4389.74,NA,NA,7133.01,NA,NA,7220.83,NA,NA,17164.81,13354.22218,NA,5811.8,NA,NA,5973.9,NA,NA,0,0,NA,17172.75,13360.3995,NA,7.94,6.17732,NA,0,0,NA,306.31,238.30918,NA,3748.29,NA,NA,3816.37,NA,68.08,NA,NA,NA,0,0,NA,4835.8,NA,NA,4922.7,NA,NA,17471.12,13592.53136
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",NA,2013,NA,3654.08,NA,NA,5931.4,NA,NA,5974.67,NA,NA,15722.7,11842.33764,NA,5227.88,NA,NA,5354.83,NA,NA,0,0,NA,15722.7,11842.33764,NA,0,0,NA,18.2883,13.774748,NA,236.445,178.090374,NA,3772.23,NA,NA,3814.06,NA,41.83,NA,NA,NA,0,0,NA,4500.9,NA,NA,4543.26,NA,NA,15959.145,12020.428014
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",NA,2014,NA,4307.24,NA,NA,6737.37,NA,NA,6754.09,NA,NA,16389.3,12352.61541,NA,6173.36,NA,NA,6194.12,NA,NA,0,0,NA,16389.3,12352.61541,NA,0,0,NA,28.11,21.186507,NA,61.8,46.57866,NA,4422.6,NA,NA,4435.23,NA,12.63,NA,NA,NA,0,0,NA,5091.33,NA,NA,5107.48,NA,NA,16451.1,12399.19407
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",NA,2015,NA,3262.91,NA,NA,5176.41,NA,NA,5256.67,NA,NA,13545.56,12211.32234,NA,4841.29,NA,NA,4921.79,NA,NA,0,0,NA,13545.56,12211.32234,NA,0,0,NA,0,0,NA,124.04,111.82206,NA,3405.77,NA,NA,3463.61,NA,57.84,NA,NA,NA,0,0,NA,3887.52,NA,NA,3967.3,NA,NA,13669.6,12323.1444
"EU Institutions","Donor","Non-DAC","EU","2017-05-16",NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15462.31,13982.566933,NA,NA,NA,NA,NA,NA,NA,0,0,NA,15462.31,13982.566933,NA,0,0,NA,0,0,NA,274.27,248.022361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,15736.58,14230.589294
"Finland","Donor","DAC","EU","2017-05-16",2015,2007,307.28,NA,NA,218.92,NA,NA,395.8,NA,NA,558.39437,NA,NA,230.2,NA,NA,419,NA,NA,238087.666453,NA,NA,558.39437,NA,NA,0,NA,NA,16.846004,NA,NA,379.838197,NA,NA,198.48,NA,NA,348.4,NA,149.92,NA,NA,NA,0,NA,NA,194.32,NA,NA,351.05,NA,NA,938.232567,NA,NA
"Finland","Donor","DAC","EU","2017-05-16",2015,2008,304.8,NA,NA,228.66,NA,NA,420.17,NA,NA,608.322508,NA,NA,228.18,NA,NA,419.13,NA,NA,234024.601814,NA,NA,610.20635,NA,NA,1.883842,NA,NA,22.931815,NA,NA,415.985762,NA,NA,202.56,NA,NA,358.2,NA,155.64,NA,NA,NA,0,NA,NA,196.24,NA,NA,367.99,NA,NA,1024.30827,NA,NA
"Finland","Donor","DAC","EU","2017-05-16",2015,2009,347.99,NA,NA,278.64,NA,NA,485.73,NA,NA,708.023864,NA,NA,271.78,NA,NA,477.85,NA,NA,212935.442955,NA,NA,708.023864,NA,NA,0,NA,NA,36.774998,NA,NA,446.66989,NA,NA,239.63,NA,NA,403.73,NA,164.1,NA,NA,NA,0,NA,NA,237.55,NA,NA,419.49,NA,NA,1154.693754,NA,NA
"Finland","Donor","DAC","EU","2017-05-16",2015,2010,392.02,NA,NA,292.83,NA,NA,506.05,NA,NA,786.794264,NA,NA,313.06,NA,NA,544.9,NA,NA,227077.940735,NA,NA,786.794264,NA,NA,0,NA,NA,42.861665,NA,NA,463.095394,NA,NA,265.56,NA,NA,450.58,NA,185.02,NA,NA,NA,0,NA,NA,266.61,NA,NA,461.26,NA,NA,1249.889658,NA,NA
"Finland","Donor","DAC","EU","2017-05-16",2015,2011,338.32,NA,NA,282.94,NA,NA,490.22,NA,NA,730.813087,NA,NA,281.77,NA,NA,486.49,NA,NA,230506.05225,NA,NA,730.813087,NA,NA,0,NA,NA,30.5997,NA,NA,493.458786,NA,NA,239.28,NA,NA,400.54,NA,161.26,NA,NA,NA,0,NA,NA,234.86,NA,NA,416.8,NA,NA,1224.271873,NA,NA
"Finland","Donor","DAC","EU","2017-05-16",2015,2012,368.5,NA,NA,295.92,NA,NA,521.57,NA,NA,730.748125,NA,NA,277.13,NA,NA,499.82,NA,NA,226139.10125,NA,NA,730.748125,NA,NA,0,NA,NA,20.880099,NA,NA,476.638986,NA,NA,245.21,NA,NA,406.87,NA,161.66,NA,NA,NA,0,NA,NA,237.51,NA,NA,432.21,NA,NA,1207.387111,NA,NA
"Finland","Donor","DAC","EU","2017-05-16",2015,2013,382.25,NA,NA,280.55,NA,NA,511.44,NA,NA,710.122616,NA,NA,288.58,NA,NA,527.62,NA,NA,231570.940019,NA,NA,710.122616,NA,NA,0,NA,NA,18.009536,NA,NA,529.571228,NA,NA,251.57,NA,NA,439.48,NA,187.91,NA,NA,NA,0,NA,NA,248.72,NA,NA,452.75,NA,NA,1239.693844,NA,NA
"Finland","Donor","DAC","EU","2017-05-16",2015,2014,446.19,NA,NA,339.66,NA,NA,609.64,NA,NA,796.670627,NA,NA,340.46,NA,NA,615.02,NA,NA,233786.964249,NA,NA,796.670627,NA,NA,0,NA,NA,13.662746,NA,NA,592.188264,NA,NA,276.2,NA,NA,482.21,NA,206.01,NA,NA,NA,0,NA,NA,275.36,NA,NA,510.89,NA,NA,1388.858891,NA,NA
"Finland","Donor","DAC","EU","2017-05-16",2015,2015,362.93,NA,NA,262.42,NA,NA,505.54,NA,NA,697.86,NA,NA,268.16,NA,NA,527.72,NA,NA,233972.27,NA,NA,697.86,NA,NA,0,NA,NA,39.04,NA,NA,590.14,NA,NA,235.75,NA,NA,429.12,NA,193.37,NA,NA,NA,0,NA,NA,212.73,NA,NA,431.51,NA,NA,1288,NA,NA
"Finland","Donor","DAC","EU","2017-05-16",2015,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,628.74739,NA,NA,NA,NA,NA,NA,NA,NA,236751.962693,NA,NA,628.74739,NA,NA,0,NA,NA,129.017783,NA,NA,418.606665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1047.354055,NA,NA
"Finland","Donor","DAC","EU","2017-05-16",NA,2007,NA,321.37,NA,NA,228.97,NA,NA,413.96,NA,NA,584.05,426.648525,NA,240.74,NA,NA,438.21,NA,NA,249026.69,181913.997045,NA,584.05,426.648525,NA,0,0,NA,17.62,12.87141,NA,397.29,290.220345,NA,207.58,NA,NA,364.41,NA,156.83,NA,NA,NA,5.3,0,NA,203.24,NA,NA,367.16,NA,NA,981.34,716.86887
"Finland","Donor","DAC","EU","2017-05-16",NA,2008,NA,346.3,NA,NA,259.76,NA,NA,477.39,NA,NA,691.04,479.098032,NA,259.19,NA,NA,476.17,NA,NA,265846.42,184311.322986,NA,693.18,480.581694,NA,2.14,1.483662,NA,26.05,18.060465,NA,472.55,327.618915,NA,230.1,NA,NA,406.96,NA,176.86,NA,NA,NA,5.33,0,NA,222.93,NA,NA,418.1,NA,NA,1163.59,806.716947
"Finland","Donor","DAC","EU","2017-05-16",NA,2009,NA,388.84,NA,NA,311.32,NA,NA,542.71,NA,NA,791.1,568.08891,NA,303.67,NA,NA,533.94,NA,NA,237920.27,170850.545887,NA,791.1,568.08891,NA,0,0,NA,41.09,29.506729,NA,499.08,358.389348,NA,267.75,NA,NA,451.11,NA,183.36,NA,NA,NA,5.33,0,NA,265.41,NA,NA,468.7,NA,NA,1290.18,926.478258
"Finland","Donor","DAC","EU","2017-05-16",NA,2010,NA,418.1,NA,NA,312.29,NA,NA,539.7,NA,NA,839.08,633.5054,NA,333.84,NA,NA,581.13,NA,NA,242168.21,182836.99855,NA,839.08,633.5054,NA,0,0,NA,45.71,34.51105,NA,493.87,372.87185,NA,283.19,NA,NA,480.55,NA,197.36,NA,NA,NA,5.38,0,NA,284.32,NA,NA,491.92,NA,NA,1332.95,1006.37725
"Finland","Donor","DAC","EU","2017-05-16",NA,2011,NA,388.56,NA,NA,324.96,NA,NA,563,NA,NA,839.316,603.636067,NA,323.61,NA,NA,558.72,NA,NA,264729,190393.0968,NA,839.316,603.636067,NA,0,0,NA,35.1428,25.274702,NA,566.722,407.586462,NA,274.81,NA,NA,460.01,NA,185.2,NA,NA,NA,5.4,0,NA,269.74,NA,NA,478.68,NA,NA,1406.038,1011.222529
"Finland","Donor","DAC","EU","2017-05-16",NA,2012,NA,402.78,NA,NA,323.45,NA,NA,570.12,NA,NA,798.727,621.409606,NA,302.91,NA,NA,546.31,NA,NA,247176.01,192302.93578,NA,798.727,621.409606,NA,0,0,NA,22.8225,17.755905,NA,520.979,405.321662,NA,268.02,NA,NA,444.7,NA,176.68,NA,NA,NA,5.43,0,NA,259.6,NA,NA,472.43,NA,NA,1319.706,1026.731268
"Finland","Donor","DAC","EU","2017-05-16",NA,2013,NA,442.57,NA,NA,324.83,NA,NA,592.11,NA,NA,822.202,619.282546,NA,334.17,NA,NA,610.9,NA,NA,268120.02,201947.999064,NA,822.202,619.282546,NA,0,0,NA,20.852,15.705726,NA,613.154,461.827593,NA,291.27,NA,NA,508.8,NA,217.53,NA,NA,NA,5.45,0,NA,287.98,NA,NA,524.16,NA,NA,1435.356,1081.110139
"Finland","Donor","DAC","EU","2017-05-16",NA,2014,NA,525.12,NA,NA,399.75,NA,NA,717.46,NA,NA,937.62,706.684194,NA,400.7,NA,NA,723.81,NA,NA,275149.26,207379.997262,NA,937.62,706.684194,NA,0,0,NA,16.08,12.119496,NA,696.96,525.298752,NA,325.07,NA,NA,567.52,NA,242.45,NA,NA,NA,5.47,0,NA,324.07,NA,NA,601.25,NA,NA,1634.58,1231.982946
"Finland","Donor","DAC","EU","2017-05-16",NA,2015,NA,362.93,NA,NA,262.42,NA,NA,505.54,NA,NA,697.86,629.12079,NA,268.16,NA,NA,527.72,NA,NA,233972.27,210926.001405,NA,697.86,629.12079,NA,0,0,NA,39.04,35.19456,NA,590.14,532.01121,NA,235.75,NA,NA,429.12,NA,193.37,NA,NA,NA,5.48,0,NA,212.73,NA,NA,431.51,NA,NA,1288,1161.132
"Finland","Donor","DAC","EU","2017-05-16",NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634.46,573.742178,NA,NA,NA,NA,NA,NA,NA,238903.02,216040.000986,NA,634.46,573.742178,NA,0,0,NA,130.19,117.730817,NA,422.41,381.985363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.51,0,NA,NA,NA,NA,NA,NA,NA,1056.87,955.727541
"France","Donor","DAC","EU","2017-05-16",2015,2007,2147.67,NA,NA,2456.92,NA,NA,4109.51,NA,NA,4160.239349,NA,NA,1113.61,NA,NA,2836.91,NA,NA,2275309.911145,NA,NA,5468.862397,NA,NA,1308.623048,NA,NA,329.757594,NA,NA,3167.724655,NA,NA,1028.61,NA,NA,2391.13,NA,1362.52,NA,NA,NA,0,NA,NA,1899.44,NA,NA,3362.34,NA,NA,7327.964004,NA,NA
"France","Donor","DAC","EU","2017-05-16",2015,2008,2050.22,NA,NA,2156.34,NA,NA,3928.25,NA,NA,4613.383529,NA,NA,925.84,NA,NA,2715.14,NA,NA,2293651.540642,NA,NA,5402.17992,NA,NA,788.796391,NA,NA,301.083278,NA,NA,3433.595248,NA,NA,872.96,NA,NA,2374.13,NA,1501.17,NA,NA,NA,0,NA,NA,1640.33,NA,NA,3251.06,NA,NA,8046.978777,NA,NA
"France","Donor","DAC","EU","2017-05-16",2015,2009,2500.33,NA,NA,2203.62,NA,NA,4660.84,NA,NA,4846.07844,NA,NA,916.95,NA,NA,3273.67,NA,NA,2244505.004709,NA,NA,6023.965101,NA,NA,1177.886661,NA,NA,317.427987,NA,NA,4538.708905,NA,NA,858.27,NA,NA,2673.74,NA,1815.47,NA,NA,NA,0,NA,NA,1623.96,NA,NA,3879.11,NA,NA,9384.787345,NA,NA
"France","Donor","DAC","EU","2017-05-16",2015,2010,2505.68,NA,NA,2366.44,NA,NA,4578.16,NA,NA,5735.887609,NA,NA,1099.83,NA,NA,3424.81,NA,NA,2272750.452628,NA,NA,7023.398127,NA,NA,1287.510518,NA,NA,378.950357,NA,NA,4236.913305,NA,NA,932.36,NA,NA,2854.57,NA,1922.21,NA,NA,NA,0,NA,NA,1797.32,NA,NA,3840.44,NA,NA,9972.800914,NA,NA
"France","Donor","DAC","EU","2017-05-16",2015,2011,2368.17,NA,NA,2790.1,NA,NA,4488.33,NA,NA,5960.053371,NA,NA,1428.55,NA,NA,2984.18,NA,NA,2327167.589138,NA,NA,6989.237018,NA,NA,1029.183647,NA,NA,448.798679,NA,NA,3704.557591,NA,NA,825.69,NA,NA,2020.7,NA,1195.01,NA,NA,NA,0,NA,NA,1871.87,NA,NA,3352.61,NA,NA,9664.610962,NA,NA
"France","Donor","DAC","EU","2017-05-16",2015,2012,1993.48,NA,NA,2335.76,NA,NA,4048.52,NA,NA,5679.099681,NA,NA,1025.48,NA,NA,2637.4,NA,NA,2337834.322582,NA,NA,6976.515444,NA,NA,1297.415763,NA,NA,446.033411,NA,NA,3606.611342,NA,NA,1075.23,NA,NA,2183.86,NA,1108.63,NA,NA,NA,0,NA,NA,1419.15,NA,NA,2859.5,NA,NA,9285.711023,NA,NA
"France","Donor","DAC","EU","2017-05-16",2015,2013,2246.81,NA,NA,2583.58,NA,NA,4273.4,NA,NA,5159.928409,NA,NA,1216.69,NA,NA,2957.76,NA,NA,2361537.566618,NA,NA,5748.329212,NA,NA,588.400803,NA,NA,382.744102,NA,NA,3835.859665,NA,NA,875.38,NA,NA,2180.85,NA,1305.47,NA,NA,NA,0,NA,NA,1747.85,NA,NA,3215.34,NA,NA,8995.788074,NA,NA
"France","Donor","DAC","EU","2017-05-16",2015,2014,2098.47,NA,NA,2439.29,NA,NA,3967.09,NA,NA,5455.225459,NA,NA,1268.47,NA,NA,2790.01,NA,NA,2427439.673161,NA,NA,5480.483703,NA,NA,25.258244,NA,NA,408.162122,NA,NA,3455.247048,NA,NA,1051.25,NA,NA,2143.85,NA,1092.6,NA,NA,NA,0,NA,NA,1741.04,NA,NA,3027,NA,NA,8910.472507,NA,NA
"France","Donor","DAC","EU","2017-05-16",2015,2015,2296.01,NA,NA,2152.86,NA,NA,3885.53,NA,NA,5018.34,NA,NA,1215.7,NA,NA,3005.92,NA,NA,2458662.56,NA,NA,5157.49,NA,NA,139.15,NA,NA,363.35,NA,NA,3881.81,NA,NA,961.04,NA,NA,2249.25,NA,1288.21,NA,NA,NA,0,NA,NA,1653.18,NA,NA,3170.69,NA,NA,8900.15,NA,NA
"France","Donor","DAC","EU","2017-05-16",2015,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,5334.968952,NA,NA,NA,NA,NA,NA,NA,NA,2489477.035779,NA,NA,5424.852284,NA,NA,89.883332,NA,NA,425.945466,NA,NA,4032.576387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,9367.545339,NA,NA
"France","Donor","DAC","EU","2017-05-16",NA,2007,NA,2457.78,NA,NA,2811.69,NA,NA,4702.87,NA,NA,4760.92,3477.85206,NA,1274.44,NA,NA,3246.56,NA,NA,2603832.99,1902099.999195,NA,6258.49,4571.826945,NA,1497.57,1093.974885,NA,377.37,275.668785,NA,3625.1,2648.13555,NA,1177.13,NA,NA,2736.4,NA,1559.27,NA,NA,NA,61.7,0,NA,2173.72,NA,NA,3847.83,NA,NA,8386.02,6125.98761
"France","Donor","DAC","EU","2017-05-16",NA,2008,NA,2530.96,NA,NA,2661.99,NA,NA,4849.38,NA,NA,5695.11,3948.419763,NA,1142.97,NA,NA,3351.83,NA,NA,2831457.16,1963049.249028,NA,6668.86,4623.520638,NA,973.75,675.100875,NA,371.68,257.685744,NA,4238.69,2938.683777,NA,1077.66,NA,NA,2930.82,NA,1853.16,NA,NA,NA,62.28,0,NA,2024.97,NA,NA,4013.38,NA,NA,9933.8,6887.10354
"France","Donor","DAC","EU","2017-05-16",NA,2009,NA,2982.99,NA,NA,2628.98,NA,NA,5560.5,NA,NA,5781.5,4151.69515,NA,1093.99,NA,NA,3905.6,NA,NA,2677753.95,1922895.111495,NA,7186.75,5160.805175,NA,1405.25,1009.110025,NA,378.7,271.94447,NA,5414.8,3888.36788,NA,1023.94,NA,NA,3189.84,NA,2165.9,NA,NA,NA,64.49,0,NA,1937.44,NA,NA,4627.88,NA,NA,11196.3,8040.06303
"France","Donor","DAC","EU","2017-05-16",NA,2010,NA,2873.94,NA,NA,2714.2,NA,NA,5250.99,NA,NA,6578.82,4967.0091,NA,1261.46,NA,NA,3928.13,NA,NA,2606748.45,1968095.07975,NA,8055.54,6081.9327,NA,1476.72,1114.9236,NA,434.64,328.1532,NA,4859.56,3668.9678,NA,1069.36,NA,NA,3274.08,NA,2204.72,NA,NA,NA,64.67,0,NA,2061.45,NA,NA,4404.86,NA,NA,11438.38,8635.9769
"France","Donor","DAC","EU","2017-05-16",NA,2011,NA,2878.24,NA,NA,3391.1,NA,NA,5455.12,NA,NA,7243.85,5209.77692,NA,1736.22,NA,NA,3626.87,NA,NA,2828439.93,2034213.997656,NA,8494.72,6109.402624,NA,1250.87,899.625704,NA,545.47,392.302024,NA,4502.52,3238.212384,NA,1003.55,NA,NA,2455.92,NA,1452.37,NA,NA,NA,65.35,0,NA,2275.08,NA,NA,4074.75,NA,NA,11746.37,8447.989304
"France","Donor","DAC","EU","2017-05-16",NA,2012,NA,2265.66,NA,NA,2654.66,NA,NA,4601.32,NA,NA,6454.59,5021.67102,NA,1165.44,NA,NA,2997.47,NA,NA,2657069.41,2067200.00098,NA,7929.17,6168.89426,NA,1474.58,1147.22324,NA,506.94,394.39932,NA,4099.1,3189.0998,NA,1221.99,NA,NA,2482.01,NA,1260.02,NA,NA,NA,65.59,0,NA,1612.88,NA,NA,3249.92,NA,NA,10553.69,8210.77082
