"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Time_Period","Africa_Fragile_ODA_Constant Prices","Africa_Fragile_ODA_Current Prices","Africa_Fragile_ODA_National currency","Africa_ODA_Bilateral_Constant Prices","Africa_ODA_Bilateral_Current Prices","Africa_ODA_Bilateral_National currency","Africa_ODA_Constant Prices","Africa_ODA_Current Prices","Africa_ODA_National currency","Bilat_ODA_Ex_Debt_Relief_Constant Prices","Bilat_ODA_Ex_Debt_Relief_Current Prices","Bilat_ODA_Ex_Debt_Relief_National currency","Fragile_State_ODA_Bilateral_Constant Prices","Fragile_State_ODA_Bilateral_Current Prices","Fragile_State_ODA_Bilateral_National currency","Fragile_State_ODA_Constant Prices","Fragile_State_ODA_Current Prices","Fragile_State_ODA_National currency","GNI_Constant Prices","GNI_Current Prices","GNI_National currency","IA_Bilateral_ODA_Constant Prices","IA_Bilateral_ODA_Current Prices","IA_Bilateral_ODA_National currency","IA6_Debt_Relief_Constant Prices","IA6_Debt_Relief_Current Prices","IA6_Debt_Relief_National currency","IA82_In_Donor_Refugee_Cost_Constant Prices","IA82_In_Donor_Refugee_Cost_Current Prices","IA82_In_Donor_Refugee_Cost_National currency","IB_Multilateral_ODA_Constant Prices","IB_Multilateral_ODA_Current Prices","IB_Multilateral_ODA_National currency","LDC_ODA_Bilateral_Constant Prices","LDC_ODA_Bilateral_Current Prices","LDC_ODA_Bilateral_National currency","LDC_ODA_Constant Prices","LDC_ODA_Current Prices","LDC_ODA_Imputed_Multilateral_Constant Prices","LDC_ODA_Imputed_Multilateral_Current Prices","LDC_ODA_Imputed_Multilateral_National currency","LDC_ODA_National currency","SSA_ODA_Bilateral_Constant Prices","SSA_ODA_Bilateral_Current Prices","SSA_ODA_Bilateral_National currency","SSA_ODA_Constant Prices","SSA_ODA_Current Prices","SSA_ODA_National currency","Total_ODA_Constant Prices","Total_ODA_Current Prices","Total_ODA_Ex_DR_Constant Prices","Total_ODA_Ex_DR_Current Prices","Total_ODA_Ex_DR_National currency","Total_ODA_National currency"
"Germany","Donor","DAC","EU","2018-04-10",2012,3101.73,3360.26,2614.28228,2569.42,2783.53,2165.58634,4461.79,4833.62,3760.55636,7421.078384,8039.46,6254.69988,2887.86,3128.56,2434.01968,4663.36,5052.06,3930.50268,3212881.950322,3480604.11,2707909.99758,7923.760984,8584.03,6678.37534,502.6826,544.57,423.67546,70.098824,75.94,59.08132,4020.454641,4355.47,3388.55566,2161.92,2342.07,1822.13046,3391.06,3673.68,1229.14,1331.61,1035.99258,2858.12304,2081.16,2254.58,1754.06324,3638.77,3942.01,3066.88378,11944.215625,12939.5,11441.533025,12394.93,9643.25554,10066.931
"Germany","Donor","DAC","EU","2018-04-10",2013,2515.45,2870.24,2161.864768,2101.06,2397.41,1805.729212,3916.2,4468.57,3365.726924,8168.081651,9320.16,7019.944512,2492.91,2844.53,2142.499996,4297.05,4903.12,3693.029984,3273983.823515,3735767.39,2813779.998148,8282.853498,9451.12,7118.583584,114.771847,130.96,98.639072,121.633969,138.79,104.536628,4186.630871,4777.14,3598.141848,1562,1782.31,1342.435892,2947.19,3362.9,1385.19,1580.59,1190.500388,2532.93628,1414.38,1613.87,1215.566884,2959.2,3376.59,2543.247588,12469.484369,14228.26,12354.712522,14097.3,10618.08636,10716.725432
"Germany","Donor","DAC","EU","2018-04-10",2014,2513.81,2917.83,2199.168471,2598.72,3016.38,2273.445606,4495.63,5218.15,3932.919655,9584.456722,11124.85,8384.799445,2745.92,3187.22,2402.207714,4636.31,5381.44,4055.991328,3408453.785733,3956253.15,2981827.999155,9984.631493,11589.34,8734.885558,400.174771,464.49,350.086113,147.632777,171.36,129.154032,4287.743141,4976.86,3751.059382,1944.97,2257.56,1701.522972,3302.42,3833.19,1357.45,1575.63,1187.552331,2889.075303,1522.75,1767.48,1332.149676,3103.43,3602.2,2714.97814,14272.374634,16566.2,13872.199863,16101.71,12135.858827,12485.94494
"Germany","Donor","DAC","EU","2018-04-10",2015,2185.08,2163,1949.9445,3066.55,3035.51,2736.512265,4526.3,4480.48,4039.15272,14213.237855,14069.35,12683.519025,2522.7,2497.2,2251.2258,3901.59,3862.16,3481.73724,3464163.22101,3429093.73,3091327.997595,14257.303959,14112.97,12722.842455,44.066104,43.62,39.32343,3049.430945,3018.56,2721.23184,3866.38135,3827.24,3450.25686,1619.03,1602.64,1444.77996,2622.13,2595.62,1003.1,992.98,895.17147,2339.95143,1891.62,1872.48,1688.04072,3078.48,3047.33,2747.167995,18123.685309,17940.21,18079.619205,17896.59,16133.775885,16173.099315
"Germany","Donor","DAC","EU","2018-04-10",2016,2841.97,2841.97,2569.993471,3498.65,3498.65,3163.829195,5541.43,5541.43,5011.115149,19630.04,19630.04,17751.445172,3787.17,3787.17,3424.737831,5779.65,5779.65,5226.537495,3537225.48,3537225.48,3198713.001564,19636.3,19636.3,17757.10609,6.26,6.26,5.660918,6585.08,6585.08,5954.887844,5099.34,5099.34,4611.333162,2093.4,2093.4,1893.06162,3582.16,3582.16,1488.76,1488.76,1346.285668,3239.347288,2279.75,2279.75,2061.577925,3863.03,3863.03,3493.338029,24735.64,24735.64,24729.38,24729.38,22362.778334,22368.439252
"Germany","Donor","DAC","EU","2018-04-10",2017,NA,NA,NA,3498.65000000915,3621.4697933715,3212.60585369986,5647.03288637961,5845.27146760772,5185.34031891481,18775.623429,19434.74,17240.557854,NA,NA,NA,NA,NA,NA,3619371.112828,3746428.81,3323456.997351,18782.975341,19442.35,17247.308685,7.351912,7.61,6.750831,5877.568487,6083.9,5397.02769,5061.226113,5238.9,4647.42819,2093.40000000547,2166.888618594,1922.24689355474,3747.02892713062,3878.5680403748,1653.62892712515,1711.6794217808,1518.43081506175,3440.67770861648,2279.75000000596,2359.7804185725,2093.36120931566,3983.63753751055,4123.4827747267,3657.94156946005,23844.201454,24681.25,23836.849542,24673.64,21887.986044,21894.736875
"Greece","Donor","DAC","EU","2018-04-10",2007,80.43,97.85,71.479425,24.38,29.68,21.68124,114.84,139.78,102.10929,204.676919,249.19,182.033295,39.45,48.01,35.071305,130.15,158.39,115.703895,253316.693823,308407.94,225292.00017,204.676919,249.19,182.033295,0,0,0,3.794724,4.62,3.37491,206.681059,251.63,183.815715,22.33,27.18,19.85499,90.39,110.01,68.06,82.83,60.507315,80.362305,13.86,16.86,12.31623,87.47,106.45,77.761725,411.357978,500.82,411.357978,500.82,365.84901,365.84901
"Greece","Donor","DAC","EU","2018-04-10",2008,107.54,143.92,99.779736,33.08,44.28,30.699324,146.72,196.41,136.171053,233.217194,312.17,216.427461,45.09,60.33,41.826789,163.7,219.1,151.90203,249227.3303,333600.17,231284.997861,233.217194,312.17,216.427461,0,0,0,21.844734,29.24,20.272092,292.102351,390.99,271.073367,19.37,25.94,17.984202,114.92,153.86,95.55,127.92,88.686936,106.671138,18.56,24.85,17.228505,119.33,159.77,110.768541,525.319545,703.16,525.319545,703.16,487.500828,487.500828
"Greece","Donor","DAC","EU","2018-04-10",2009,78.39,103.86,74.581866,35.04,46.4,33.31984,130.21,172.57,123.922517,224.017697,296.94,213.232614,50.84,67.34,48.356854,136.02,180.22,129.415982,242618.60407,321595.88,230938.001428,224.017697,296.94,213.232614,0,0,0,18.747356,24.85,17.844785,234.11939,310.33,222.847973,21.86,28.93,20.774633,88.02,116.62,66.16,87.69,62.970189,83.744822,18.04,23.87,17.141047,99.74,132.18,94.918458,458.137087,607.27,458.137087,607.27,436.080587,436.080587
"Greece","Donor","DAC","EU","2018-04-10",2010,80.72,102.38,77.2969,25.39,32.18,24.2959,122.79,155.77,117.60635,166.889869,211.82,159.9241,23.56,29.84,22.5292,123.52,156.69,118.30095,233603.302765,296494.04,223853.0002,166.889869,211.82,159.9241,0,0,0,27.229317,34.56,26.0928,233.135267,295.9,223.4045,4.65,5.87,4.43185,83.32,105.69,78.67,99.82,75.3641,79.79595,12.82,16.23,12.25365,96.86,122.85,92.75175,400.025136,507.72,400.025136,507.72,383.3286,383.3286
"Greece","Donor","DAC","EU","2018-04-10",2011,52.76,70.87,50.969704,13.65,18.38,13.218896,85.38,114.7,82.49224,114.59107,153.9,110.68488,19.74,26.54,19.087568,79.45,106.69,76.731448,215591.088252,289546.72,208242.001024,114.59107,153.9,110.68488,0,0,0,18.912366,25.4,18.26768,201.684751,270.87,194.809704,3.79,5.13,3.689496,49.68,66.72,45.89,61.59,44.295528,47.985024,5.51,7.45,5.35804,59.37,79.76,57.363392,316.275821,424.77,316.275821,424.77,305.494584,305.494584
"Greece","Donor","DAC","EU","2018-04-10",2012,48.86,60.32,46.92896,7.58,9.28,7.21984,78.03,96.38,74.98364,86.754889,107.31,83.48718,13.68,16.83,13.09374,70.67,87.32,67.93496,202325.805524,250263.5,194705.003,86.754889,107.31,83.48718,0,0,0,16.169022,20,15.56,177.94009,220.1,171.2378,3.3,4.01,3.11978,40.57,50.08,37.27,46.07,35.84246,38.96224,4.83,5.88,4.57464,52.98,65.4,50.8812,264.694979,327.41,264.694979,327.41,254.72498,254.72498
"Greece","Donor","DAC","EU","2018-04-10",2013,35.97,44.88,33.803616,1.82,2.26,1.702232,58.61,73.14,55.089048,34.954933,43.61,32.847052,3.53,4.38,3.299016,51.89,64.72,48.747104,193558.096786,241484.33,181885.997356,34.954933,43.61,32.847052,0,0,0,17.120784,21.36,16.088352,156.659979,195.45,147.21294,1.16,1.45,1.09214,35.78,44.63,34.62,43.18,32.523176,33.615316,1.16,1.45,1.09214,42.69,53.29,40.138028,191.614912,239.06,191.614912,239.06,180.059992,180.059992
"Greece","Donor","DAC","EU","2018-04-10",2014,40.48,49.58,37.368446,2.68,3.28,2.472136,64.36,78.82,59.406634,37.66536,46.1,34.74557,4.72,5.75,4.333775,58.85,72.03,54.289011,191657.112928,234576.09,176799.999033,37.66536,46.1,34.74557,0,0,0,17.394697,21.29,16.046273,164.502031,201.34,151.749958,1.52,1.86,1.401882,40.5,49.59,38.98,47.73,35.974101,37.375983,1.62,1.98,1.492326,46.82,57.34,43.217158,202.167391,247.44,202.167391,247.44,186.495528,186.495528
"Greece","Donor","DAC","EU","2018-04-10",2015,36.71,37.17,33.508755,2.21,2.24,2.01936,60.42,61.17,55.144755,70.972182,71.88,64.79982,3.49,3.56,3.20934,55.46,56.17,50.637255,193312.110005,195784.8,176499.9972,70.972182,71.88,64.79982,0,0,0,58.679421,59.43,53.576145,164.713125,166.82,150.38823,1.14,1.15,1.036725,37.63,38.1,36.49,36.95,33.310425,34.34715,1.28,1.29,1.162935,43.51,44.03,39.693045,235.685307,238.7,235.685307,238.7,215.18805,215.18805
"Greece","Donor","DAC","EU","2018-04-10",2016,43.89,43.89,39.689727,0.81,0.81,0.732483,74.54,74.54,67.406522,159.15,159.15,143.919345,0.61,0.61,0.551623,67.35,67.35,60.904605,194833.57,194833.57,176187.997351,159.15,159.15,143.919345,0,0,0,146.61,146.61,132.579423,209.38,209.38,189.342334,0.15,0.15,0.135645,47.18,47.18,47.03,47.03,42.529229,42.664874,0.2,0.2,0.18086,49.41,49.41,44.681463,368.53,368.53,368.53,368.53,333.261679,333.261679
"Greece","Donor","DAC","EU","2018-04-10",2017,NA,NA,NA,0.881922786512597,0.9,0.79839,87.3439815294365,89.134314906796,79.0710507538188,86.242249,88.01,78.073671,NA,NA,NA,NA,NA,NA,198478.261828,202546.57,179679.062247,86.242249,88.01,78.073671,0,0,0,70.328443,71.77,63.667167,224.135777,228.73,202.906383,0.186183699374882,0.19,0.168549,59.6303138078884,60.8525862443321,59.4441301085135,60.6625862443321,53.813780257347,53.982329257347,0.284175120098503,0.29,0.257259,62.5435527571516,63.8255393128255,56.6196359244075,310.378026,316.74,310.378026,316.74,280.980054,280.980054
"Hungary","Donor","DAC","EU","2018-04-10",2007,35,41.47,7613.4773,15.13,17.93,3291.7687,42.7,50.61,9291.4899,27.864934,33.03,6063.9777,21.91,25.96,4765.9964,50.1,59.37,10899.7383,113286.782499,134285.71,24653513.4989,27.864934,33.03,6063.9777,0,0,0,0,0,0,59.424945,70.44,12932.0796,21.52,25.51,4683.3809,42.87,50.82,21.35,25.31,4646.6629,9330.0438,15.02,17.8,3267.902,37.81,44.82,8228.5038,87.289879,103.47,87.289879,103.47,18996.0573,18996.0573
"Hungary","Donor","DAC","EU","2018-04-10",2008,21.15,27.51,4830.39837,0.13,0.16,28.09392,30.49,39.66,6963.78042,11.872778,15.45,2712.81915,3.64,4.73,830.52651,33.9,44.11,7745.14257,109365.309781,142316.65,24988953.62355,11.872778,15.45,2712.81915,0,0,0,0,0,0,70.306828,91.49,16064.45463,3.46,4.49,788.38563,27.25,35.45,23.79,30.96,5436.17352,6224.55915,0.08,0.1,17.5587,25.87,33.66,5910.25842,82.179606,106.94,82.179606,106.94,18777.27378,18777.27378
"Hungary","Donor","DAC","EU","2018-04-10",2009,19.61,23.15,4662.84985,0.7,0.81,163.14939,31.78,37.49,7551.19831,25.080106,29.6,5962.0024,9.82,11.58,2332.43202,38.7,45.66,9196.79154,104030.650871,122778.88,24729999.23072,25.080106,29.6,5962.0024,0,0,0,0,0,0,73.986311,87.32,17587.90708,9.07,10.7,2155.1833,31.51,37.18,22.44,26.48,5333.57512,7488.75842,0.53,0.61,122.86559,27.63,32.6,6566.2594,99.066417,116.92,99.066417,116.92,23549.90948,23549.90948
"Hungary","Donor","DAC","EU","2018-04-10",2010,24.87,29.16,6058.39824,0.81,0.94,195.29816,33.8,39.58,8223.29912,24.222234,28.36,5892.18704,6.53,7.64,1587.31696,41.42,48.49,10074.47636,105779.299523,123849.06,25731376.10184,24.222234,28.36,5892.18704,0,0,0,0,0,0,73.435391,85.98,17863.54872,5.94,6.95,1443.9598,34.5,40.38,28.56,33.43,6945.55052,8389.51032,0.67,0.78,162.05592,30.12,35.29,7331.99156,97.657625,114.34,97.657625,114.34,23755.73576,23755.73576
"Hungary","Donor","DAC","EU","2018-04-10",2011,18.5,22.89,4598.756652,0.58,0.71,142.643828,31.22,38.64,7763.038752,26.771544,33.15,6660.06042,6.74,8.33,1673.553644,32.6,40.35,8106.58938,104744.081524,129699.89,26057589.860252,26.771544,33.15,6660.06042,0,0,0,0,0,0,86.072735,106.58,21412.646744,6.14,7.59,1524.882612,26.17,32.4,20.03,24.81,4984.497708,6509.38032,0.38,0.46,92.417128,24.03,29.73,5972.959164,112.844279,139.73,112.844279,139.73,28072.707164,28072.707164
"Hungary","Donor","DAC","EU","2018-04-10",2012,24.01,27.5,6182.6325,0.78,0.9,202.3407,36.41,41.7,9375.1191,19.030562,21.77,4894.39671,2.49,2.85,640.74555,33.31,38.15,8576.99745,104325.21662,119342.77,26830999.57971,19.030562,21.77,4894.39671,0,0,0,0,0,0,84.453035,96.61,21720.15003,1.85,2.11,474.37653,22.28,25.52,20.43,23.41,5263.10643,5737.48296,0.63,0.72,161.87256,26.8,30.7,6902.0661,103.483597,118.38,103.483597,118.38,26614.54674,26614.54674
"Hungary","Donor","DAC","EU","2018-04-10",2013,21.64,25.62,5727.105048,0.9,1.03,230.246612,31.94,37.82,8454.297928,28.945587,34.28,7662.964912,1.96,2.29,511.907516,31.13,36.85,8237.46374,105050.636792,124410.53,27810779.640412,28.945587,34.28,7662.964912,0,0,0,0,0,0,79.287941,93.9,20990.44356,1.16,1.36,304.014944,22.81,27.01,21.65,25.65,5733.81126,6037.826204,0.76,0.88,196.715552,25.36,30.04,6715.153616,108.233528,128.18,108.233528,128.18,28653.408472,28653.408472
"Hungary","Donor","DAC","EU","2018-04-10",2014,23.8,27.99,6511.008609,0.81,0.95,220.988145,36.83,43.35,10084.037985,25.58332,30.1,7001.83491,1.22,1.41,327.992931,34.47,40.56,9435.030696,112379.264683,132219.58,30756799.701978,25.58332,30.1,7001.83491,0,0,0,8.847919,10.41,2421.564831,96.834142,113.93,26502.294063,0.65,0.77,179.116707,24.34,28.66,23.69,27.89,6487.746699,6666.863406,0.39,0.46,107.004786,27.71,32.61,7585.708851,122.417462,144.03,122.417462,144.03,33504.128973,33504.128973
"Hungary","Donor","DAC","EU","2018-04-10",2015,24.98,24.98,6974.231148,3.03,3.03,845.953578,39.9,39.9,11139.78474,47.39883,47.34,13216.977684,3.79,3.79,1058.139954,38.71,38.71,10807.545546,116248.724429,116104.44,32415500.475144,47.39883,47.34,13216.977684,0,0,0,9.692029,9.68,2702.584368,108.344474,108.21,30211.431246,1.36,1.36,379.701936,26,26,24.64,24.64,6879.305664,7259.0076,1.43,1.43,399.245418,29.57,29.57,8255.725182,155.743304,155.55,155.743304,155.55,43428.40893,43428.40893
"Hungary","Donor","DAC","EU","2018-04-10",2016,35.39,35.39,9963.02819,6.27,6.27,1765.13667,58.48,58.48,16463.34808,54.78,54.78,15421.72038,8.16,8.16,2297.21136,57.43,57.43,16167.75103,119914.19,119914.19,33758362.68299,54.78,54.78,15421.72038,0,0,0,9.82,9.82,2764.53622,144.33,144.33,40631.92593,4.88,4.88,1373.82248,40.08,40.08,35.2,35.2,9909.5392,11283.36168,2.81,2.81,791.07401,39.63,39.63,11156.67723,199.11,199.11,199.11,199.11,56053.64631,56053.64631
"Hungary","Donor","DAC","EU","2018-04-10",2017,NA,NA,NA,5.0437716827447,5.36,1471.193504,45.7382824508746,48.605926151534,13341.1796287389,36.699085,39,10704.5796,NA,NA,NA,NA,NA,NA,125834.481913,133723.9,36704054.66596,36.699085,39,10704.5796,0,0,0,3.133537,3.33,914.006412,103.180889,109.65,30096.33726,4.05571939414733,4.31,1182.993284,32.6872503357055,34.7366361563853,28.6315309415582,30.4266361563853,8351.39355631446,9534.38684031446,2.78536645166498,2.96,812.450144,32.5999783965415,34.6438925463761,9508.93090811615,139.879974,148.65,139.879974,148.65,40800.91686,40800.91686
"Iceland","Donor","DAC","Non-EU","2018-04-10",2007,12.14,14.38,921.397062,10.11,12.02,770.180298,14.05,16.64,1066.206336,31.489297,37.39,2395.760511,13.15,15.63,1001.490687,18.01,21.34,1367.358366,15320.102849,18190.9,1165580.09841,31.489297,37.39,2395.760511,0,0,0,0,0,0,9.146129,10.86,695.853414,12.67,15.05,964.327245,16.6,19.68,3.93,4.63,296.666787,1260.994032,10.11,12.02,770.180298,13.89,16.46,1054.672854,40.635426,48.25,40.635426,48.25,3091.613925,3091.613925
"Iceland","Donor","DAC","Non-EU","2018-04-10",2008,17.47,16.39,1490.565604,17.35,16.25,1477.8335,21.83,20.48,1862.524928,38.542991,36.07,3280.335652,18.88,17.68,1607.882848,23.2,21.78,1980.751608,14542.87842,13609.78,1237722.388408,38.542991,36.07,3280.335652,0,0,0,0,0,0,13.186041,12.34,1122.244024,16.99,15.91,1446.912676,20.47,19.2,3.48,3.29,299.204444,1746.11712,17.35,16.25,1477.8335,20.79,19.5,1773.4002,51.729032,48.41,51.729032,48.41,4402.579676,4402.579676
"Iceland","Donor","DAC","Non-EU","2018-04-10",2009,16.12,12.26,1512.29552,17.24,13.1,1615.9112,20.05,15.25,1881.118,33.228986,25.27,3117.10504,17.43,13.25,1634.414,20.53,15.61,1925.52472,13910.295125,10578.51,1304880.36552,33.228986,25.27,3117.10504,0,0,0,0,0,0,12.031865,9.15,1128.6708,15.88,12.07,1488.85864,18.21,13.86,2.33,1.79,220.80008,1709.65872,17.24,13.1,1615.9112,19.98,15.19,1873.71688,45.260851,34.42,45.260851,34.42,4245.77584,4245.77584
"Iceland","Donor","DAC","Non-EU","2018-04-10",2010,14.05,11.41,1394.78122,13.71,11.1,1356.8862,17.17,13.95,1705.2759,25.661592,20.77,2538.96634,15.27,12.36,1510.91112,19.26,15.64,1911.86488,13739.540152,11120.52,1359394.60584,25.661592,20.77,2538.96634,0,0,0,0,0,0,9.859389,7.98,975.49116,13.74,11.12,1359.33104,16.65,13.5,2.91,2.38,290.93596,1650.267,13.71,11.1,1356.8862,16.9,13.72,1677.16024,35.520981,28.75,35.520981,28.75,3514.4575,3514.4575
"Iceland","Donor","DAC","Non-EU","2018-04-10",2011,11.82,10.39,1205.84261233667,11.59,10.17,1180.30985249893,13.84,12.17,1412.4258510238,22.654407,19.886567,2307.995206,12.53,11,1276.63799188675,15.02,13.22,1534.28675024935,14622.61188,12836.07,1489728.61206,22.842082,20.051312,2327.115206,0.187675,0.164745,19.12,0.196312,0.172328,20,6.290476,5.521927,640.863747,11.27,9.89,1147.81361270545,13.21,11.61,1.94,1.72,199.619758731383,1347.43337143684,11.42,10.02,1162.90115260957,13.56,11.92,1383.41135120819,29.132558,25.573239,28.944883,25.408494,2948.858953,2967.978953
"Iceland","Donor","DAC","Non-EU","2018-04-10",2012,13.16,11.08,1386.30744,11.93,10.03,1254.93354,14.33,12.06,1508.92308,25.208242,21.2,2652.5016,13.96,11.74,1468.88532,16.61,14,1751.652,15315.969206,12880.65,1611601.1667,25.208242,21.2,2652.5016,0,0,0,0.237814,0.2,25.0236,5.850215,4.92,615.58056,12.07,10.15,1269.9477,14,11.79,1.93,1.64,205.19352,1475.14122,11.93,10.03,1254.93354,14.22,11.97,1497.66246,31.058457,26.12,31.058457,26.12,3268.08216,3268.08216
"Iceland","Donor","DAC","Non-EU","2018-04-10",2013,17.09,15.01,1833.533041,17.34,15.22,1859.185402,19.51,17.15,2094.942815,33.5134,29.41,3592.552081,19.01,16.69,2038.751929,21.59,18.98,2318.484818,17423.982328,15290.58,1867807.038378,33.5134,29.41,3592.552081,0,0,0,0.353252,0.31,37.867771,6.267382,5.5,671.84755,16.27,14.29,1745.582089,18.26,16.05,1.99,1.76,214.991216,1960.573305,17.34,15.22,1859.185402,19.42,17.07,2085.170487,39.780782,34.91,39.780782,34.91,4264.399631,4264.399631
"Iceland","Donor","DAC","Non-EU","2018-04-10",2014,14.99,14.35,1674.4728,15.49,14.81,1728.14928,18.02,17.28,2016.36864,32.360694,30.94,3610.32672,16.16,15.43,1800.49584,19.24,18.42,2149.39296,17685.0145,16908.61,1973031.88368,32.360694,30.94,3610.32672,0,0,0,2.66709,2.55,297.5544,6.683414,6.39,745.63632,13.63,13.03,1520.44464,15.82,15.17,2.19,2.14,249.71232,1770.15696,15.49,14.81,1728.14928,17.91,17.17,2003.53296,39.044108,37.33,39.044108,37.33,4355.96304,4355.96304
"Iceland","Donor","DAC","Non-EU","2018-04-10",2015,16.76,15.08,1988.993188,14.63,13.13,1731.795793,18.79,16.9,2229.04409,34.605051,31.04,4094.054944,15.96,14.33,1890.071113,21.04,18.95,2499.431095,18552.811411,16641.48,2194946.310228,34.605051,31.04,4094.054944,0,0,0,5.262108,4.72,622.549592,9.833007,8.82,1163.323602,14.38,12.91,1702.778651,18.1,16.28,3.72,3.37,444.489857,2147.268508,14.63,13.13,1731.795793,18.68,16.8,2215.85448,44.438058,39.86,44.438058,39.86,5257.378546,5257.378546
"Iceland","Donor","DAC","Non-EU","2018-04-10",2016,16.75,16.75,2023.6278,14.69,14.69,1774.751784,18.85,18.85,2277.33636,47.68,47.68,5760.392448,19.03,19.03,2299.082808,24,24,2899.5264,20647.67,20647.67,2494519.344312,47.68,47.68,5760.392448,0,0,0,15.69,15.69,1895.565384,11.03,11.03,1332.574008,13.67,13.67,1651.521912,17.51,17.51,3.84,3.84,463.924224,2115.446136,14.54,14.54,1756.629744,18.53,18.53,2238.676008,58.71,58.71,58.71,58.71,7092.966456,7092.966456
"Iceland","Donor","DAC","Non-EU","2018-04-10",2017,NA,NA,NA,13.6118228127076,15.21,1624.783914,18.3162426923653,20.466770335182,2186.32999422328,51.914651,58.01,6196.825434,NA,NA,NA,NA,NA,NA,21530.207651,24058.09,2569966.971306,51.914651,58.01,6196.825434,0,0,0,22.525285,25.17,2688.744978,10.058967,11.24,1200.695016,12.5558102605054,14.03,1498.732302,17.1815848641096,19.1988912417473,4.6257746036042,5.16889124174727,552.158536673666,2050.89083867367,13.3970405987004,14.97,1599.146298,17.8324224283458,19.9261442693719,2128.57847974483,61.973618,69.25,61.973618,69.25,7397.52045,7397.52045
"Ireland","Donor","DAC","EU","2018-04-10",2007,476.12,589.15,430.374075,404.02,499.93,365.198865,531.48,657.67,480.427935,665.962765,824.08,601.99044,423.36,523.84,382.66512,566.48,700.95,512.043975,174678.652035,216152,157899.036,665.962765,824.08,601.99044,0,0,0,0.387902,0.48,0.35064,297.44796,368.07,268.875135,375.77,464.97,339.660585,490.45,606.89,114.68,141.92,103.67256,443.333145,403.59,499.4,364.8117,518.06,641.07,468.301635,963.410725,1192.15,963.410725,1192.15,870.865575,870.865575
"Ireland","Donor","DAC","EU","2018-04-10",2008,511.92,661.54,458.645682,472.29,610.3,423.12099,604.73,781.48,541.800084,720.228529,930.69,645.247377,454.73,587.61,407.390013,603.55,779.95,540.739335,174026.447692,224879.56,155908.998948,720.228529,930.69,645.247377,0,0,0,1.006025,1.3,0.90129,307.348271,397.16,275.351028,407.59,526.69,365.154177,526.06,679.81,118.47,153.12,106.158096,471.312273,455.63,588.77,408.194241,575.73,744.01,515.822133,1027.5768,1327.85,1027.5768,1327.85,920.598405,920.598405
"Ireland","Donor","DAC","EU","2018-04-10",2009,417.06,494.38,355.014278,393.38,466.3,334.85003,494.51,586.16,420.921496,584.796486,693.2,497.78692,382.86,453.84,325.902504,493.44,584.9,420.01669,155778.411872,184655,132600.7555,584.796486,693.2,497.78692,0,0,0,0.455554,0.54,0.387774,263.698335,312.58,224.463698,347.89,412.38,296.130078,432.19,512.29,84.3,99.91,71.745371,367.875449,393.12,466,334.6346,484.62,574.44,412.505364,848.494821,1005.78,848.494821,1005.78,722.250618,722.250618
"Ireland","Donor","DAC","EU","2018-04-10",2010,432.27,471.73,356.15615,364.37,397.61,300.19555,480.85,524.74,396.1787,536.321767,585.23,441.84865,384.64,419.71,316.88105,520.52,568,428.84,156947.270763,171259.6,129300.998,536.321767,585.23,441.84865,0,0,0,0.183286,0.2,0.151,284.010524,309.91,233.98205,349.71,381.62,288.1231,455.31,496.86,105.6,115.24,87.0062,375.1293,360.95,393.88,297.3794,466.28,508.84,384.1742,820.332291,895.14,820.332291,895.14,675.8307,675.8307
"Ireland","Donor","DAC","EU","2018-04-10",2011,407.46,465.09,334.492728,351.04,400.68,288.169056,450.7,514.42,369.970864,528.892012,603.7,434.18104,375.82,428.97,308.515224,478.16,545.78,392.524976,156288.202745,178394.05,128301.00076,528.892012,603.7,434.18104,0,0,0,0.245304,0.28,0.201376,271.46344,309.86,222.851312,337.37,385.09,276.956728,419.11,478.38,81.74,93.29,67.094168,344.050896,346.44,395.44,284.400448,431.28,492.26,354.033392,800.355452,913.56,800.355452,913.56,657.032352,657.032352
"Ireland","Donor","DAC","EU","2018-04-10",2012,392.33,422.33,328.57274,326.92,351.87,273.75486,436.68,470.05,365.6989,498.102418,536.17,417.14026,342.16,368.31,286.54518,451.69,486.23,378.28694,159845.475934,172061.7,133864.0026,498.102418,536.17,417.14026,0,0,0,0.12077,0.13,0.10114,252.864758,272.19,211.76382,310.85,334.61,260.32658,388.04,417.71,77.19,83.1,64.6518,324.97838,320.75,345.23,268.58894,412.23,443.71,345.20638,750.967176,808.36,750.967176,808.36,628.90408,628.90408
