"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Constant_price_date","Time_Period","Africa_Fragile_ODA_Constant_Prices","Africa_Fragile_ODA_Current_Prices","Africa_ODA_Bilateral_Constant_Prices","Africa_ODA_Bilateral_Current_Prices","Africa_ODA_Constant_Prices","Africa_ODA_Current_Prices","Bilat_ODA_Ex_Debt_Relief_Constant_Prices","Bilat_ODA_Ex_Debt_Relief_Current_Prices","Fragile_State_ODA_Bilateral_Constant_Prices","Fragile_State_ODA_Bilateral_Current_Prices","Fragile_State_ODA_Constant_Prices","Fragile_State_ODA_Current_Prices","GNI_Constant_Prices","GNI_Current_Prices","IA_Bilateral_ODA_Constant_Prices","IA_Bilateral_ODA_Current_Prices","IA6_Debt_Relief_Constant_Prices","IA6_Debt_Relief_Current_Prices","IA82_In_Donor_Refugee_Cost_Constant_Prices","IA82_In_Donor_Refugee_Cost_Current_Prices","IB_Multilateral_ODA_Constant_Prices","IB_Multilateral_ODA_Current_Prices","LDC_ODA_Bilateral_Constant_Prices","LDC_ODA_Bilateral_Current_Prices","LDC_ODA_Constant_Prices","LDC_ODA_Current_Prices","LDC_ODA_Imputed_Multilateral_Constant_Prices","LDC_ODA_Imputed_Multilateral_Current_Prices","SSA_ODA_Bilateral_Constant_Prices","SSA_ODA_Bilateral_Current_Prices","SSA_ODA_Constant_Prices","SSA_ODA_Current_Prices","Total_ODA_ONE_Constant_Prices","Total_ODA_ONE_Current_Prices"
"Belgium","Donor","DAC","EU","2018-01-02",2016,2008,713.58674919402,NA,540.870558724087,NA,951.491773750876,NA,1091.06602941074,NA,478.83850676027,NA,907.844341793989,NA,426431.628924214,NA,1177.22308296578,NA,86.1570535550397,NA,79.5269556000049,NA,863.683611930905,NA,462.652512784882,NA,815.202624690669,NA,352.550111905788,NA,505.042364871589,NA,878.235607571568,NA,1954.74964134164,NA
"Belgium","Donor","DAC","EU","2018-01-02",2016,2009,729.192873972685,NA,607.899592691974,NA,993.338778737825,NA,1302.11568718407,NA,529.663447941284,NA,915.48950635947,NA,417197.565468433,NA,1393.67255111855,NA,91.556863934472,NA,81.1992354206135,NA,900.832318980351,NA,486.263401808512,NA,788.190910753661,NA,301.927508945149,NA,569.317866105547,NA,908.182894054702,NA,2202.94800616442,NA
"Belgium","Donor","DAC","EU","2018-01-02",2016,2010,762.067324929826,NA,598.834587211491,NA,996.055420554087,NA,1336.22192066862,NA,545.990370175827,NA,957.874021981616,NA,426071.1626685,NA,1837.32555635347,NA,501.103635684854,NA,86.3346025230664,NA,888.298222491666,NA,539.865739939036,NA,868.009817736902,NA,328.144077797866,NA,565.852319195585,NA,923.55794560303,NA,2224.52014316028,NA
"Belgium","Donor","DAC","EU","2018-01-02",2016,2011,714.576082732029,NA,588.665826315906,NA,982.750777870158,NA,1358.53260311316,NA,526.036934387004,NA,882.236109210891,NA,443584.231402494,NA,1473.74061483896,NA,115.208011725796,NA,107.471551391459,NA,905.165859117481,NA,497.828088326752,NA,785.153276734983,NA,287.32518840823,NA,540.069331225627,NA,877.685748641844,NA,2263.69846223064,NA
"Belgium","Donor","DAC","EU","2018-01-02",2016,2012,599.102043575372,NA,452.160287415091,NA,799.384007789432,NA,1043.27118758638,NA,410.343865462584,NA,746.906735356342,NA,438434.792988936,NA,1287.79658018614,NA,244.525392599752,NA,113.035577397415,NA,793.019857586858,NA,399.40435868782,NA,632.298098233715,NA,232.893739545895,NA,430.299251690994,NA,717.450068387648,NA,1836.29104517324,NA
"Belgium","Donor","DAC","EU","2018-01-02",2016,2013,640.606813971297,NA,493.156062294132,NA,848.119567996254,NA,1114.5230550373,NA,444.97899875333,NA,800.020014925933,NA,437110.101341065,NA,1125.46064364953,NA,10.9375886122306,NA,134.420380361964,NA,854.604610693112,NA,416.102042362142,NA,688.404937434194,NA,272.302895072052,NA,472.090438872466,NA,773.873149550553,NA,1969.12766573041,NA
"Belgium","Donor","DAC","EU","2018-01-02",2016,2014,667.248287325434,NA,457.545351759146,NA,862.277582085002,NA,1122.73898692961,NA,418.369984004447,NA,834.591144296826,NA,452287.454089333,NA,1129.29675172421,NA,6.55776479460203,NA,159.851937656409,NA,964.898896174942,NA,399.467184178754,NA,703.393043151556,NA,303.925858972803,NA,433.762753065406,NA,776.119168386732,NA,2087.63788310455,NA
"Belgium","Donor","DAC","EU","2018-01-02",2016,2015,561.338534064469,NA,426.8218508969,NA,751.513102550788,NA,1125.72528928631,NA,417.758203269483,NA,730.904697051578,NA,463464.102223524,NA,1125.74554324749,NA,0.0202539611785845,NA,231.006554222345,NA,802.623973584946,NA,382.151739517532,NA,617.249593897951,NA,235.097854380419,NA,408.21858755437,NA,678.771000977902,NA,1928.34926287126,NA
"Belgium","Donor","DAC","EU","2018-01-02",2016,2016,588.84,NA,471.23,NA,814.86,NA,1420.7,NA,463.87,NA,787.09,NA,417185,NA,1425.17,NA,4.47,NA,376.02,NA,874.99,NA,398.1,NA,637.55,NA,239.45,NA,439.52,NA,693.76,NA,2295.69,NA
"Belgium","Donor","DAC","EU","2018-01-02",NA,2007,NA,594.64,NA,482.51,NA,825.66,NA,1052.69,NA,394.26,NA,752.19,NA,457796.03,NA,1237.58,NA,184.89,NA,84.47,NA,713.12,NA,391.42,NA,673.79,NA,282.37,NA,446.16,NA,743.31,NA,1765.81
"Belgium","Donor","DAC","EU","2018-01-02",NA,2008,NA,834.12,NA,632.23,NA,1112.21,NA,1275.36,NA,559.72,NA,1061.19,NA,498460.98,NA,1376.07,NA,100.71,NA,92.96,NA,1009.57,NA,540.8,NA,952.9,NA,412.1,NA,590.35,NA,1026.58,NA,2284.93
"Belgium","Donor","DAC","EU","2018-01-02",NA,2009,NA,829.33,NA,691.38,NA,1129.75,NA,1480.93,NA,602.4,NA,1041.21,NA,474489.63,NA,1585.06,NA,104.13,NA,92.35,NA,1024.54,NA,553.04,NA,896.43,NA,343.39,NA,647.5,NA,1032.9,NA,2505.47
"Belgium","Donor","DAC","EU","2018-01-02",NA,2010,NA,839.88,NA,659.98,NA,1097.76,NA,1472.66,NA,601.74,NA,1055.68,NA,469576.16,NA,2024.93,NA,552.27,NA,95.15,NA,979,NA,594.99,NA,956.64,NA,361.65,NA,623.63,NA,1017.86,NA,2451.66
"Belgium","Donor","DAC","EU","2018-01-02",NA,2011,NA,843.29,NA,694.7,NA,1159.77,NA,1603.24,NA,620.79,NA,1041.15,NA,523485.4,NA,1739.2,NA,135.96,NA,126.83,NA,1068.21,NA,587.5,NA,926.58,NA,339.08,NA,637.35,NA,1035.78,NA,2671.45
"Belgium","Donor","DAC","EU","2018-01-02",NA,2012,NA,666.49,NA,503.02,NA,889.3,NA,1160.62,NA,456.5,NA,830.92,NA,487750.64,NA,1432.65,NA,272.03,NA,125.75,NA,882.22,NA,444.33,NA,703.42,NA,259.09,NA,478.7,NA,798.15,NA,2042.84
"Belgium","Donor","DAC","EU","2018-01-02",NA,2013,NA,743.83,NA,572.62,NA,984.78,NA,1294.11,NA,516.68,NA,928.93,NA,507543.16,NA,1306.81,NA,12.7,NA,156.08,NA,992.31,NA,483.15,NA,799.33,NA,316.18,NA,548.16,NA,898.57,NA,2286.42
"Belgium","Donor","DAC","EU","2018-01-02",NA,2014,NA,779.4,NA,534.45,NA,1007.21,NA,1311.45,NA,488.69,NA,974.87,NA,528308.35,NA,1319.11,NA,7.66,NA,186.72,NA,1127.08,NA,466.61,NA,821.62,NA,355.01,NA,506.67,NA,906.57,NA,2438.53
"Belgium","Donor","DAC","EU","2018-01-02",NA,2015,NA,554.3,NA,421.47,NA,742.09,NA,1111.61,NA,412.52,NA,721.74,NA,457652.8,NA,1111.63,NA,0.02,NA,228.11,NA,792.56,NA,377.36,NA,609.51,NA,232.15,NA,403.1,NA,670.26,NA,1904.17
"Belgium","Donor","DAC","EU","2018-01-02",NA,2016,NA,588.84,NA,471.23,NA,814.86,NA,1420.7,NA,463.87,NA,787.09,NA,417185,NA,1425.17,NA,4.47,NA,376.02,NA,874.99,NA,398.1,NA,637.55,NA,239.45,NA,439.52,NA,693.76,NA,2295.69
"Belgium","Donor","DAC","EU","2018-04-09",2016,2017,NA,NA,476.919818782348,NA,822.624101397061,NA,1217.48580310425,NA,NA,NA,NA,NA,465235.790970973,NA,1222.87943650537,NA,5.39363340111812,NA,302.790723402734,NA,888.522066465543,NA,391.321036475083,NA,647.155760132174,NA,255.834723657091,NA,464.695527095267,NA,729.250055816311,NA,2106.0078695698,NA
"Belgium","Donor","DAC","EU","2018-04-09",NA,2017,NA,NA,NA,497.82,NA,858.674171274851,NA,1270.84,NA,NA,NA,NA,NA,485623.94,NA,1276.47,NA,5.63,NA,316.06,NA,927.46,NA,408.47,NA,675.516235268944,NA,267.046235268944,NA,485.06,NA,761.208170617364,NA,2198.3
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",2016,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",2016,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",2016,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",2016,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",2016,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",2016,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",NA,2010,NA,0,NA,0,NA,0,NA,0.23,NA,0,NA,0,NA,46501.15,NA,0.23,NA,0,NA,0,NA,40.26,NA,0,NA,0,NA,0,NA,0,NA,0,NA,40.49
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",NA,2011,NA,8.12,NA,0,NA,13.99,NA,6.83,NA,0,NA,11.91,NA,52104.7,NA,6.83,NA,0,NA,0,NA,41.55,NA,0,NA,9.18,NA,9.18,NA,0,NA,10.77,NA,48.38
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",NA,2012,NA,9.89,NA,0,NA,15.31,NA,0.16,NA,0.13,NA,13.25,NA,49757.68,NA,0.16,NA,0,NA,0,NA,39.79,NA,0,NA,8.57,NA,8.57,NA,0,NA,11.07,NA,39.95
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",NA,2013,NA,12.77,NA,0,NA,18.43,NA,0.35,NA,0.2,NA,18.24,NA,51136,NA,0.35,NA,0,NA,0,NA,49.3,NA,0,NA,13.44,NA,13.44,NA,0,NA,14.96,NA,49.65
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",NA,2014,NA,10.82,NA,0.07,NA,17.34,NA,0.99,NA,0.41,NA,15.79,NA,54000,NA,0.99,NA,0,NA,0,NA,47.68,NA,0.07,NA,11.05,NA,10.98,NA,0.07,NA,12.8,NA,48.67
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",NA,2015,NA,7.99,NA,0.03,NA,13.12,NA,1.4,NA,0.2,NA,12.08,NA,47651,NA,1.4,NA,0,NA,0,NA,39.53,NA,0.1,NA,8.41,NA,8.31,NA,0.03,NA,9.62,NA,40.93
"Bulgaria","Donor","Non-DAC","EU","2018-01-02",NA,2016,NA,13.91,NA,0.06,NA,20.71,NA,12.21,NA,0.56,NA,21.31,NA,50325,NA,12.21,NA,0,NA,8.47,NA,55.45,NA,0.09,NA,15.08,NA,14.99,NA,0,NA,15.58,NA,67.66
"Canada","Donor","DAC","Non-EU","2018-01-02",2016,2007,878.941821533912,NA,1092.62942814955,NA,1445.13392055292,NA,2870.46822728797,NA,1221.11647844727,NA,1675.45539866619,NA,1289843.01495563,NA,2884.11019780665,NA,13.6419705186861,NA,157.390460672326,NA,848.620231796202,NA,1056.47042916239,NA,1420.75038505171,NA,364.279955889315,NA,717.809197251832,NA,1059.95640553236,NA,3719.08845908417,NA
"Canada","Donor","DAC","Non-EU","2018-01-02",2016,2008,1129.62801057624,NA,1185.63920238901,NA,1763.63490145856,NA,2838.77505557554,NA,1201.1719397507,NA,1876.70512847753,NA,1297417.26239572,NA,2964.47223575589,NA,125.697180180343,NA,159.624412070702,NA,1257.46490457682,NA,1072.40167264335,NA,1637.56789419818,NA,565.166221554827,NA,1093.72836759234,NA,1652.12323141976,NA,4096.23996015237,NA
"Canada","Donor","DAC","Non-EU","2018-01-02",2016,2009,993.25998125537,NA,1239.66480605061,NA,1601.77958466362,NA,2957.52729396992,NA,1265.14012150272,NA,1636.98983672618,NA,1262036.45540592,NA,3003.64870779331,NA,46.1214138233958,NA,209.932282327391,NA,821.540672106144,NA,1102.14209151728,NA,1414.89366503877,NA,312.751573521493,NA,1025.49620062063,NA,1327.02103977997,NA,3779.06796607606,NA
"Canada","Donor","DAC","Non-EU","2018-01-02",2016,2010,1178.37229588317,NA,1267.23701004849,NA,1791.24339125341,NA,3247.34729428096,NA,1566.10210324012,NA,2140.70967085443,NA,1300570.6695884,NA,3295.42219820417,NA,48.074903923211,NA,238.335029103949,NA,1080.77050507957,NA,1421.20595426485,NA,1897.9179772981,NA,476.712023033251,NA,1137.90141831374,NA,1642.28504718407,NA,4328.11779936053,NA
"Canada","Donor","DAC","Non-EU","2018-01-02",2016,2011,1046.98924444157,NA,1202.82550194869,NA,1673.42508674958,NA,3205.91381660213,NA,1285.13008651308,NA,1792.59307130426,NA,1332670.12775201,NA,3208.83291708834,NA,2.91910048620975,NA,264.038102534731,NA,1051.60985269782,NA,1088.28593073177,NA,1514.88827103864,NA,426.602340306862,NA,1081.89356897187,NA,1527.84470635176,NA,4257.52366929995,NA
"Canada","Donor","DAC","Non-EU","2018-01-02",2016,2012,1294.16455632732,NA,1287.3330338317,NA,1955.02282939804,NA,2987.10463274362,NA,1122.17688793428,NA,1853.10305706893,NA,1393402.37574802,NA,3141.01252495385,NA,153.907892210228,NA,207.617524601641,NA,1260.34189877206,NA,936.697546836104,NA,1464.18923307965,NA,527.491686243548,NA,1173.22246024188,NA,1822.72342453426,NA,4247.44653151568,NA
"Canada","Donor","DAC","Non-EU","2018-01-02",2016,2013,1150.60041046712,NA,1201.30952533802,NA,1736.41164909963,NA,2776.2331201263,NA,1146.42603992583,NA,1777.72052424781,NA,1422403.22686433,NA,2776.2331201263,NA,0,NA,166.935291627535,NA,1135.05720500467,NA,944.158812788779,NA,1460.10468688837,NA,515.945874099593,NA,1108.89623507829,NA,1626.30472006829,NA,3911.29032513097,NA
"Canada","Donor","DAC","Non-EU","2018-01-02",2016,2014,926.293775750778,NA,1133.06127637914,NA,1460.11867416206,NA,2727.55553007801,NA,1062.13366721864,NA,1476.81682214858,NA,1463826.15389236,NA,2727.55553007801,NA,0,NA,180.068767749062,NA,800.138310917852,NA,864.701155150755,NA,1163.0214312867,NA,298.32027613595,NA,950.22196389689,NA,1259.75753823206,NA,3527.69384099586,NA
"Canada","Donor","DAC","Non-EU","2018-01-02",2016,2015,1221.19202321566,NA,1053.91209059183,NA,1702.54876205184,NA,2883.72556240552,NA,1195.01329594077,NA,1929.98737114133,NA,1484434.88365671,NA,2883.72556240552,NA,0,NA,206.664459684168,NA,1266.47598177456,NA,968.554691096937,NA,1514.79547340502,NA,546.240782308086,NA,915.838225090829,NA,1549.5128515331,NA,4150.20154418008,NA
"Canada","Donor","DAC","Non-EU","2018-01-02",2016,2016,1101.45,NA,973.5,NA,1575.77,NA,2660.69,NA,1097.38,NA,1766.49,NA,1508494.79,NA,2660.69,NA,0,NA,390.43,NA,1269.75,NA,829.79,NA,1343.37,NA,513.58,NA,912.59,NA,1457.37,NA,3930.44,NA
"Canada","Donor","DAC","Non-EU","2018-01-02",NA,2007,NA,960.64,NA,1194.19,NA,1579.46,NA,3137.28,NA,1334.62,NA,1831.19,NA,1409734.71,NA,3152.19,NA,14.91,NA,172.02,NA,927.5,NA,1154.67,NA,1552.81,NA,398.14,NA,784.53,NA,1158.48,NA,4064.78
"Canada","Donor","DAC","Non-EU","2018-01-02",NA,2008,NA,1282.88,NA,1346.49,NA,2002.9,NA,3223.9,NA,1364.13,NA,2131.31,NA,1473432.53,NA,3366.65,NA,142.75,NA,181.28,NA,1428.06,NA,1217.89,NA,1859.73,NA,641.84,NA,1242.11,NA,1876.26,NA,4651.96
"Canada","Donor","DAC","Non-EU","2018-01-02",NA,2009,NA,1038.67,NA,1296.34,NA,1675.01,NA,3092.74,NA,1322.98,NA,1711.83,NA,1319734.44,NA,3140.97,NA,48.23,NA,219.53,NA,859.1,NA,1152.53,NA,1479.58,NA,327.05,NA,1072.38,NA,1387.69,NA,3951.84
"Canada","Donor","DAC","Non-EU","2018-01-02",NA,2010,NA,1404,NA,1509.88,NA,2134.22,NA,3869.13,NA,1865.97,NA,2550.6,NA,1549596.19,NA,3926.41,NA,57.28,NA,283.97,NA,1287.71,NA,1693.33,NA,2261.32,NA,567.99,NA,1355.78,NA,1956.74,NA,5156.84
"Canada","Donor","DAC","Non-EU","2018-01-02",NA,2011,NA,1341.42,NA,1541.08,NA,2144.02,NA,4107.47,NA,1646.53,NA,2296.7,NA,1707439.09,NA,4111.21,NA,3.74,NA,338.29,NA,1347.34,NA,1394.33,NA,1940.9,NA,546.57,NA,1386.14,NA,1957.5,NA,5454.81
"Canada","Donor","DAC","Non-EU","2018-01-02",NA,2012,NA,1661.39,NA,1652.62,NA,2509.77,NA,3834.71,NA,1440.6,NA,2378.93,NA,1788787.03,NA,4032.29,NA,197.58,NA,266.53,NA,1617.97,NA,1202.49,NA,1879.66,NA,677.17,NA,1506.13,NA,2339.93,NA,5452.68
"Canada","Donor","DAC","Non-EU","2018-01-02",NA,2013,NA,1455.35,NA,1519.49,NA,2196.32,NA,3511.55,NA,1450.07,NA,2248.57,NA,1799142.88,NA,3511.55,NA,0,NA,211.15,NA,1435.69,NA,1194.23,NA,1846.83,NA,652.6,NA,1402.6,NA,2057.05,NA,4947.24
"Canada","Donor","DAC","Non-EU","2018-01-02",NA,2014,NA,1113.34,NA,1361.86,NA,1754.96,NA,3278.33,NA,1276.61,NA,1775.03,NA,1759416.13,NA,3278.33,NA,0,NA,216.43,NA,961.71,NA,1039.31,NA,1397.87,NA,358.56,NA,1142.1,NA,1514.14,NA,4240.04
"Canada","Donor","DAC","Non-EU","2018-01-02",NA,2015,NA,1258.57,NA,1086.17,NA,1754.66,NA,2971.99,NA,1231.59,NA,1989.06,NA,1529870.14,NA,2971.99,NA,0,NA,212.99,NA,1305.24,NA,998.2,NA,1561.16,NA,562.96,NA,943.87,NA,1596.94,NA,4277.23
"Canada","Donor","DAC","Non-EU","2018-01-02",NA,2016,NA,1101.45,NA,973.5,NA,1575.77,NA,2660.69,NA,1097.38,NA,1766.49,NA,1508494.79,NA,2660.69,NA,0,NA,390.43,NA,1269.75,NA,829.79,NA,1343.37,NA,513.58,NA,912.59,NA,1457.37,NA,3930.44
"Canada","Donor","DAC","Non-EU","2018-04-09",2016,2017,NA,NA,1057.27984451399,NA,1642.17968355903,NA,2953.88725969708,NA,NA,NA,NA,NA,1553589.94824747,NA,2960.12157059235,NA,6.23431089527391,NA,446.479927828098,NA,1129.88279332966,NA,912.762398392565,NA,1446.53598874719,NA,533.773590354621,NA,835.187299783121,NA,1396.34394226098,NA,4083.77005302673,NA
"Canada","Donor","DAC","Non-EU","2018-04-09",NA,2017,NA,NA,NA,1105.73,NA,1717.43304379023,NA,3089.25,NA,NA,NA,NA,NA,1624783.658167,NA,3095.77,NA,6.52,NA,466.94,NA,1181.66,NA,954.59,NA,1512.82391992696,NA,558.233919926963,NA,873.46,NA,1460.33180835483,NA,4270.91
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2016,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2016,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2016,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2016,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2016,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2016,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2016,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2016,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2016,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",NA,2007,NA,0,NA,0,NA,0,NA,495,NA,0,NA,0,NA,383303,NA,495,NA,0,NA,0,NA,19,NA,0,NA,0,NA,0,NA,0,NA,0,NA,514
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",NA,2008,NA,0,NA,0,NA,0,NA,407.4,NA,0,NA,0,NA,392050,NA,407.4,NA,0,NA,0,NA,27.8,NA,0,NA,0,NA,0,NA,0,NA,0,NA,435.2
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",NA,2009,NA,0,NA,0,NA,0,NA,402.15,NA,0,NA,0,NA,315236,NA,402.15,NA,0,NA,0,NA,9.2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,411.35
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",NA,2010,NA,0,NA,0,NA,0,NA,326.03,NA,0,NA,0,NA,378633.68,NA,326.03,NA,0,NA,0,NA,54.88,NA,0,NA,0,NA,0,NA,0,NA,0,NA,380.91
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",NA,2011,NA,0,NA,0,NA,0,NA,331.84,NA,0,NA,0,NA,408104,NA,331.84,NA,0,NA,0,NA,49.4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,381.24
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",NA,2012,NA,0,NA,0,NA,0,NA,241.32,NA,0,NA,0,NA,489049,NA,241.32,NA,0,NA,0,NA,63.18,NA,0,NA,0,NA,0,NA,0,NA,0,NA,304.5
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",NA,2013,NA,0,NA,0,NA,0,NA,231.9,NA,0,NA,0,NA,503252,NA,231.9,NA,0,NA,0,NA,39.87,NA,0,NA,0,NA,0,NA,0,NA,0,NA,271.77
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",NA,2014,NA,0,NA,0,NA,0,NA,224.74,NA,0,NA,0,NA,547262,NA,224.74,NA,0,NA,0,NA,49.23,NA,0,NA,0,NA,0,NA,0,NA,0,NA,273.97
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",NA,2015,NA,0,NA,0,NA,0,NA,200.48,NA,0,NA,0,NA,539336,NA,200.48,NA,0,NA,0,NA,54.28,NA,0,NA,0,NA,0,NA,0,NA,0,NA,254.76
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-01-02",NA,2016,NA,0,NA,0,NA,0,NA,295.8,NA,0,NA,0,NA,547609.01,NA,295.8,NA,0,NA,0,NA,31.74,NA,8.57,NA,8.57,NA,0,NA,0,NA,0,NA,327.54
"Croatia","Donor","Non-DAC","EU","2018-01-02",2016,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Croatia","Donor","Non-DAC","EU","2018-01-02",2016,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Croatia","Donor","Non-DAC","EU","2018-01-02",2016,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Croatia","Donor","Non-DAC","EU","2018-01-02",2016,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Croatia","Donor","Non-DAC","EU","2018-01-02",2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
