"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Time_Period","Africa_Fragile_ODA_Constant Prices","Africa_Fragile_ODA_Current Prices","Africa_Fragile_ODA_National currency","Africa_ODA_Bilateral_Constant Prices","Africa_ODA_Bilateral_Current Prices","Africa_ODA_Bilateral_National currency","Africa_ODA_Constant Prices","Africa_ODA_Current Prices","Africa_ODA_National currency","Bilat_ODA_Ex_Debt_Relief_Constant Prices","Bilat_ODA_Ex_Debt_Relief_Current Prices","Bilat_ODA_Ex_Debt_Relief_National currency","Fragile_State_ODA_Bilateral_Constant Prices","Fragile_State_ODA_Bilateral_Current Prices","Fragile_State_ODA_Bilateral_National currency","Fragile_State_ODA_Constant Prices","Fragile_State_ODA_Current Prices","Fragile_State_ODA_National currency","GNI_Constant Prices","GNI_Current Prices","GNI_National currency","IA_Bilateral_ODA_Constant Prices","IA_Bilateral_ODA_Current Prices","IA_Bilateral_ODA_National currency","IA6_Debt_Relief_Constant Prices","IA6_Debt_Relief_Current Prices","IA6_Debt_Relief_National currency","IA82_In_Donor_Refugee_Cost_Constant Prices","IA82_In_Donor_Refugee_Cost_Current Prices","IA82_In_Donor_Refugee_Cost_National currency","IB_Multilateral_ODA_Constant Prices","IB_Multilateral_ODA_Current Prices","IB_Multilateral_ODA_National currency","LDC_ODA_Bilateral_Constant Prices","LDC_ODA_Bilateral_Current Prices","LDC_ODA_Bilateral_National currency","LDC_ODA_Constant Prices","LDC_ODA_Current Prices","LDC_ODA_Imputed_Multilateral_Constant Prices","LDC_ODA_Imputed_Multilateral_Current Prices","LDC_ODA_Imputed_Multilateral_National currency","LDC_ODA_National currency","SSA_ODA_Bilateral_Constant Prices","SSA_ODA_Bilateral_Current Prices","SSA_ODA_Bilateral_National currency","SSA_ODA_Constant Prices","SSA_ODA_Current Prices","SSA_ODA_National currency","Total_ODA_ONE_Constant Prices","Total_ODA_ONE_Current Prices","Total_ODA_ONE_National currency"
"Austria","Donor","DAC","EU","2018-04-10",2015,217.007221367763,215.35,194.138025,55.9573299398741,55.53,50.060295,296.836857201309,294.57,265.554855,787.896941,781.88,704.86482,61.5903476665785,61.12,55.09968,312.476291032875,310.09,279.546135,377017.835877,374138.66,337286.00199,788.521712,782.5,705.42375,0.624771,0.62,0.55893,442.368238,438.99,395.749485,545.173331,541.01,487.720515,41.4364380898185,41.12,37.06968,223.99055103611,222.28,182.554112946292,181.16,163.31574,200.38542,47.0896097260997,46.73,42.127095,257.375502250013,255.41,230.252115,1333.070272,1322.89,1192.585335
"Austria","Donor","DAC","EU","2018-04-10",2016,236.93,236.93,214.255799,64.26,64.26,58.110318,336.45,336.45,304.251735,978.42,978.42,884.785206,75.58,75.58,68.346994,349.47,349.47,316.025721,385989.16,385989.16,349049.997388,986.23,986.23,891.847789,7.81,7.81,7.062583,596.13,596.13,539.080359,649.25,649.25,587.116775,43.18,43.18,39.047674,250.2,250.2,207.02,207.02,187.208186,226.25586,53.85,53.85,48.696555,270.1,270.1,244.25143,1627.67,1627.67,1471.901981
"Austria","Donor","DAC","EU","2018-04-10",2017,NA,NA,NA,70.6624397194181,73.15,64.891365,335.27851413301,347.081467979516,307.895970244628,553.910452,573.41,508.672011,NA,NA,NA,NA,NA,NA,392724.191418,406549.43,360649.999353,563.715288,583.56,517.676076,9.804836,10.15,9.004065,148.067516,153.28,135.974688,624.051255,646.02,573.084342,50.5504507247731,52.33,46.421943,268.953641451171,278.421732256532,218.403190726398,226.091732256532,200.56597568477,246.98791868477,57.776083658488,59.81,53.057451,275.045309617211,284.72784803905,252.582073995441,1177.961707,1219.43,1081.756353
"Belgium","Donor","DAC","EU","2018-04-10",2007,546.274354615593,594.64,434.38452,443.264561491944,482.51,352.473555,758.504109430765,825.66,603.14463,967.068395,1052.69,768.990045,362.192464433512,394.26,288.00693,691.009866134641,752.19,549.474795,420560.727144,457796.03,334419.999915,1136.92018,1237.58,904.05219,169.851785,184.89,135.062145,77.599547,84.47,61.705335,655.117664,713.12,520.93416,359.583458703813,391.42,285.93231,618.986609371116,673.79,259.403150667303,282.37,206.271285,492.203595,409.871125479774,446.16,325.91988,682.852129909384,743.31,542.987955,1622.186059,1765.81,1289.924205
"Belgium","Donor","DAC","EU","2018-04-10",2008,713.586749069302,834.12,578.295396,540.870558629555,632.23,438.325059,951.491773584578,1112.21,771.095193,1091.066029,1275.36,884.207088,478.838506676581,559.72,388.053876,907.844341635319,1061.19,735.723027,426431.628924,498460.98,345582.997434,1177.223083,1376.07,954.029331,86.157054,100.71,69.822243,79.526956,92.96,64.449168,863.683612,1009.57,699.934881,462.652512704022,540.8,374.93664,815.202624548192,952.9,352.55011184417,412.1,285.70893,660.64557,505.042364783319,590.35,409.289655,878.235607418074,1026.58,711.727914,1954.749641,2284.93,1584.141969
"Belgium","Donor","DAC","EU","2018-04-10",2009,729.192873918259,829.33,595.541873,607.899592646601,691.38,496.479978,993.338778663684,1129.75,811.273475,1302.115687,1480.93,1063.455833,529.663447901751,602.4,432.58344,915.489506291139,1041.21,747.692901,417197.565468,474489.63,340731.003303,1393.672551,1585.06,1138.231586,91.556864,104.13,74.775753,81.199235,92.35,66.316535,900.832319,1024.54,735.722174,486.263401772218,553.04,397.138024,788.190910694832,896.43,301.927508922613,343.39,246.588359,643.726383,569.317866063054,647.5,464.96975,908.182893986917,1032.9,741.72549,2202.948006,2505.47,1799.178007
"Belgium","Donor","DAC","EU","2018-04-10",2010,762.067324532341,839.88,634.1094,598.834586899146,659.98,498.2849,996.055420034556,1097.76,828.8088,1336.22192,1472.66,1111.8583,545.990369891045,601.74,454.3137,957.874021482,1055.68,797.0384,426071.162669,469576.16,354530.0008,1837.325556,2024.93,1528.82215,501.103636,552.27,416.96385,86.334603,95.15,71.83825,888.298222,979,739.145,539.865739657448,594.99,449.21745,868.009817284159,956.64,328.14407762671,361.65,273.04575,722.2632,565.852318900443,623.63,470.84065,923.557945121314,1017.86,768.4843,2224.520142,2451.66,1851.0033
"Belgium","Donor","DAC","EU","2018-04-10",2011,714.576082659222,843.29,606.494168,588.665826255928,694.7,499.62824,982.750777770028,1159.77,834.106584,1358.532603,1603.24,1153.050208,526.036934333407,620.79,446.472168,882.236109121002,1041.15,748.79508,443584.231402,523485.4,376490.69968,1473.740615,1739.2,1250.83264,115.208012,135.96,97.782432,107.471551,126.83,91.216136,905.165859,1068.21,768.256632,497.82808827603,587.5,422.53,785.153276654985,926.58,287.325188378955,339.08,243.866336,666.396336,540.0693311706,637.35,458.38212,877.685748552419,1035.78,744.932976,2263.698462,2671.45,1921.30684
"Belgium","Donor","DAC","EU","2018-04-10",2012,599.102043518851,666.49,518.52922,452.160287372432,503.02,391.34956,799.384007714016,889.3,691.8754,1043.271187,1160.62,902.96236,410.343865423871,456.5,355.157,746.906735285876,830.92,646.45576,438434.792989,487750.64,379469.99792,1287.79658,1432.65,1114.6017,244.525393,272.03,211.63934,113.035577,125.75,97.8335,793.019858,882.22,686.36716,399.404358650139,444.33,345.68874,632.298098174062,703.42,232.893739523923,259.09,201.57202,547.26076,430.299251650398,478.7,372.4286,717.450068319961,798.15,620.9607,1836.291045,2042.84,1589.32952
"Belgium","Donor","DAC","EU","2018-04-10",2013,640.606814059,743.83,560.252756,493.156062361648,572.62,431.297384,848.119568112368,984.78,741.736296,1114.523055,1294.11,974.723652,444.978998814251,516.68,389.163376,800.020015035461,928.93,699.670076,437110.101341,507543.16,382281.508112,1125.460644,1306.81,984.289292,10.937589,12.7,9.56564,134.42038,156.08,117.559456,854.604611,992.31,747.407892,416.102042419109,483.15,363.90858,688.404937528442,799.33,272.302895109332,316.18,238.146776,602.055356,472.090438937098,548.16,412.874112,773.873149656502,898.57,676.802924,1969.127666,2286.42,1722.131544
"Belgium","Donor","DAC","EU","2018-04-10",2014,667.248287292016,779.4,587.43378,457.54535173623,534.45,402.814965,862.277582041816,1007.21,759.134177,1122.738987,1311.45,988.439865,418.369983983494,488.69,368.325653,834.591144255027,974.87,734.759519,452287.454089,528308.35,398186.003395,1129.296752,1319.11,994.213207,6.557765,7.66,5.773342,159.851938,186.72,140.730864,964.898896,1127.08,849.480196,399.467184158747,466.61,351.683957,703.393043116328,821.62,303.925858957581,355.01,267.571037,619.254994,433.762753043682,506.67,381.877179,776.119168347861,906.57,683.281809,2087.637883,2438.53,1837.920061
"Belgium","Donor","DAC","EU","2018-04-10",2015,561.338534101945,554.3,499.70145,426.821850925395,421.47,379.955205,751.51310260096,742.09,668.994135,1125.725289,1111.61,1002.116415,417.758203297374,412.52,371.88678,730.904697100375,721.74,650.64861,463464.102224,457652.8,412573.9992,1125.745543,1111.63,1002.134445,0.020254,0.02,0.01803,231.006554,228.11,205.641165,802.623974,792.56,714.49284,382.151739543045,377.36,340.19004,617.24959393916,609.51,235.097854396115,232.15,209.283225,549.473265,408.218587581624,403.1,363.39465,678.771001023217,670.26,604.23939,1928.349263,1904.17,1716.609255
"Belgium","Donor","DAC","EU","2018-04-10",2016,588.84,588.84,532.488012,471.23,471.23,426.133289,814.86,814.86,736.877898,1420.7,1420.7,1284.73901,463.87,463.87,419.477641,787.09,787.09,711.765487,461334.734048,461334.734048,417185,1425.17,1425.17,1288.781231,4.47,4.47,4.042221,376.02,376.02,340.034886,874.99,874.99,791.253457,398.1,398.1,360.00183,637.55,637.55,239.45,239.45,216.534635,576.536465,439.52,439.52,397.457936,693.76,693.76,627.367168,2295.69,2295.69,2075.992467
"Belgium","Donor","DAC","EU","2018-04-10",2017,NA,NA,NA,476.919818879771,497.82,441.616122,822.624101565102,858.674171274851,761.72985733792,1217.485804,1270.84,1127.362164,NA,NA,NA,NA,NA,NA,465235.790971,485623.94,430796.997174,1222.879437,1276.47,1132.356537,5.393633,5.63,4.994373,302.790723,316.06,280.376826,888.522066,927.46,822.749766,391.32103655502,408.47,362.353737,647.155760264372,675.516235268944,255.834723709352,267.046235268944,236.89671530708,599.25045230708,464.695527190192,485.06,430.296726,729.250055965278,761.208170617364,675.267768154664,2106.00787,2198.3,1950.11193
"Bulgaria","Donor","Non-DAC","EU","2018-04-10",2010,0,0,0,0,0,0,0,0,0,0.215883,0.23,0.339618,0,0,0,0,0,0,43647.078452,46501.15,68663.59809,0.215883,0.23,0.339618,0,0,0,0,0,0,37.788988,40.26,59.447916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.004871,40.49,59.787534
"Bulgaria","Donor","Non-DAC","EU","2018-04-10",2011,7.18751047871021,8.12,11.421592,0,0,0,12.3834078321621,13.99,19.678334,6.045652,6.83,9.607078,0,0,0,10.5422721430343,11.91,16.752606,46121.069172,52104.7,73290.47102,6.045652,6.83,9.607078,0,0,0,0,0,0,36.778456,41.55,58.44423,0,0,0,8.12578155105416,9.18,8.12578155105416,9.18,12.912588,12.912588,0,0,0,9.53318815957007,10.77,15.149082,42.824108,48.38,68.051308
"Bulgaria","Donor","Non-DAC","EU","2018-04-10",2012,8.96420786883605,9.89,15.06247,0,0,0,13.8768475704631,15.31,23.31713,0.145023,0.16,0.24368,0.11783084155194,0.13,0.19799,12.0096819274093,13.25,20.17975,45099.917471,49757.68,75780.94664,0.145023,0.16,0.24368,0,0,0,0,0,0,36.065301,39.79,60.60017,0,0,0,7.76777163153942,8.57,7.76777163153942,8.57,13.05211,13.05211,0,0,0,10.0337493536921,11.07,16.85961,36.210324,39.95,60.84385
"Bulgaria","Donor","Non-DAC","EU","2018-04-10",2013,11.5088160243706,12.77,18.82298,0,0,0,16.6098261025176,18.43,27.16582,0.315433,0.35,0.5159,0.180247705941591,0.2,0.2948,16.4385907818731,18.24,26.88576,46085.733596,51136,75374.464,0.315433,0.35,0.5159,0,0,0,0,0,0,44.43106,49.3,72.6682,0,0,0,12.1126458392749,13.44,12.1126458392749,13.44,19.81056,19.81056,0,0,0,13.482528404431,14.96,22.05104,44.746493,49.65,73.1841
"Bulgaria","Donor","Non-DAC","EU","2018-04-10",2014,9.71225520279433,10.82,15.94868,0.0628334440106842,0.07,0.10318,15.5647417020752,17.34,25.55916,0.888644,0.99,1.45926,0.368024457776865,0.41,0.60434,14.1734297275529,15.79,23.27446,48471.514956,54000,79596,0.888644,0.99,1.45926,0,0,0,0,0,0,42.798552,47.68,70.28032,0.0628334440106842,0.07,0.10318,9.91870794740086,11.05,9.85587450339018,10.98,16.18452,16.2877,0.0628334440106842,0.07,0.10318,11.489544047668,12.8,18.8672,43.687196,48.67,71.73958
"Bulgaria","Donor","Non-DAC","EU","2018-04-10",2015,7.95519108575617,7.99,14.084772,0.0298693032005864,0.03,0.052884,13.0628419330564,13.12,23.127936,1.393901,1.4,2.46792,0.199128688003909,0.2,0.35256,12.0273727554361,12.08,21.294624,47443.405685,47651,83999.1828,1.393901,1.4,2.46792,0,0,0,0,0,0,39.357785,39.53,69.683484,0.0995643440019546,0.1,0.17628,8.37336133056438,8.41,8.27379698656242,8.31,14.648868,14.825148,0.0298693032005864,0.03,0.052884,9.57808989298803,9.62,16.958136,40.751686,40.93,72.151404
"Bulgaria","Donor","Non-DAC","EU","2018-04-10",2016,13.91,13.91,24.599835,0.06,0.06,0.10611,20.71,20.71,36.625635,12.21,12.21,21.593385,0.56,0.56,0.99036,21.31,21.31,37.686735,50325,50325,88999.7625,12.21,12.21,21.593385,0,0,0,8.47,8.47,14.979195,55.45,55.45,98.063325,0.09,0.09,0.159165,15.08,15.08,14.99,14.99,26.509815,26.66898,0,0,0,15.58,15.58,27.55323,67.66,67.66,119.65671
"Bulgaria","Donor","Non-DAC","EU","2018-04-10",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.854149,6.97,12.098526,NA,NA,NA,NA,NA,NA,54824.344133,55751,96772.5858,6.854149,6.97,12.098526,0,0,0,4.140024,4.21,7.307718,54.341505,55.26,95.920308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.195654,62.23,108.018834
"Canada","Donor","DAC","Non-EU","2018-04-10",2007,878.94182151402,960.64,1032.015552,1092.62942812482,1194.19,1282.918317,1445.13392052021,1579.46,1696.813878,2870.468227,3137.28,3370.379904,1221.11647841964,1334.62,1433.782266,1675.45539862827,1831.19,1967.247417,1289843.014956,1409734.71,1514477.998953,2884.110198,3152.19,3386.397717,13.641971,14.91,16.017813,157.390461,172.02,184.801086,848.620232,927.5,996.41325,1056.47042913848,1154.67,1240.461981,1420.75038501956,1552.81,364.279955881071,398.14,427.721802,1668.183783,717.809197235587,784.53,842.820579,1059.95640550837,1158.48,1244.555064,3719.088459,4064.78,4366.793154
"Canada","Donor","DAC","Non-EU","2018-04-10",2008,1129.62801081,1282.88,1379.480864,1185.63920263435,1346.49,1447.880697,1763.63490182351,2002.9,2153.71837,2838.775056,3223.9,3466.65967,1201.17193999925,1364.13,1466.848989,1876.70512886588,2131.31,2291.797643,1297417.262396,1473432.53,1584381.999509,2964.472236,3366.65,3620.158745,125.69718,142.75,153.499075,159.624412,181.28,194.930384,1257.464905,1428.06,1535.592918,1072.40167286526,1217.89,1309.597117,1637.56789453704,1859.73,565.166221671777,641.84,690.170552,1999.767669,1093.72836781866,1242.11,1335.640883,1652.12323176164,1876.26,2017.542378,4096.239961,4651.96,5002.252588
"Canada","Donor","DAC","Non-EU","2018-04-10",2009,993.259981235379,1038.67,1185.12247,1239.66480602566,1296.34,1479.12394,1601.77958463138,1675.01,1911.18641,2957.527294,3092.74,3528.81634,1265.14012147726,1322.98,1509.52018,1636.98983669323,1711.83,1953.19803,1262036.455406,1319734.44,1505816.99604,3003.648708,3140.97,3583.84677,46.121414,48.23,55.03043,209.932282,219.53,250.48373,821.540672,859.1,980.2331,1102.1420914951,1152.53,1315.03673,1414.89366501029,1479.58,312.751573515198,327.05,373.16405,1688.20078,1025.49620059999,1072.38,1223.58558,1327.02103975326,1387.69,1583.35429,3779.067966,3951.84,4509.04944
"Canada","Donor","DAC","Non-EU","2018-04-10",2010,1178.37229578502,1404,1446.4008,1267.23700994293,1509.88,1555.478376,1791.2433911042,2134.22,2198.673444,3247.347294,3869.13,3985.977726,1566.10210310966,1865.97,1922.322294,2140.70967067611,2550.6,2627.62812,1300570.669588,1549596.19,1596393.994938,3295.422198,3926.41,4044.987582,48.074904,57.28,59.009856,238.335029,283.97,292.545894,1080.770505,1287.71,1326.598842,1421.20595414647,1693.33,1744.468566,1897.91797714001,2261.32,476.712022993541,567.99,585.143298,2329.611864,1137.90141821895,1355.78,1396.724556,1642.28504704727,1956.74,2015.833548,4328.117799,5156.84,5312.576568
"Canada","Donor","DAC","Non-EU","2018-04-10",2011,1046.98924461373,1341.42,1326.798522,1202.82550214647,1541.08,1524.282228,1673.42508702474,2144.02,2120.650182,3205.913817,4107.47,4062.698577,1285.1300867244,1646.53,1628.582823,1792.59307159901,2296.7,2271.66597,1332670.127752,1707439.09,1688828.003919,3208.832917,4111.21,4066.397811,2.9191,3.74,3.699234,264.038103,338.29,334.602639,1051.609853,1347.34,1332.653994,1088.28593091072,1394.33,1379.131803,1514.88827128773,1940.9,426.602340377007,546.57,540.612387,1919.74419,1081.89356914976,1386.14,1371.031074,1527.84470660298,1957.5,1936.16325,4257.52367,5454.81,5395.352571
"Canada","Donor","DAC","Non-EU","2018-04-10",2012,1294.16455647489,1661.39,1660.060888,1287.33303397849,1652.62,1651.297904,1955.02282962096,2509.77,2507.762184,2987.104633,3834.71,3831.642232,1122.17688806224,1440.6,1439.44752,1853.10305728023,2378.93,2377.026856,1393402.375748,1788787.03,1787356.000376,3141.012525,4032.29,4029.064168,153.907892,197.58,197.421936,207.617525,266.53,266.316776,1260.341899,1617.97,1616.675624,936.697546942912,1202.49,1201.528008,1464.18923324661,1879.66,527.491686303696,677.17,676.628264,1878.156272,1173.22246037566,1506.13,1504.925096,1822.7234247421,2339.93,2338.058056,4247.446532,5452.68,5448.317856
"Canada","Donor","DAC","Non-EU","2018-04-10",2013,1150.60041042859,1455.35,1499.30157,1201.30952529779,1519.49,1565.378598,1736.41164904149,2196.32,2262.648864,2776.23312,3511.55,3617.59881,1146.42603988744,1450.07,1493.862114,1777.72052418829,2248.57,2316.476814,1422403.226864,1799142.88,1853476.994976,2776.23312,3511.55,3617.59881,0,0,0,166.935292,211.15,217.52673,1135.057205,1435.69,1479.047838,944.158812757164,1194.23,1230.295746,1460.10468683948,1846.83,515.945874082317,652.6,672.30852,1902.604266,1108.89623504115,1402.6,1444.95852,1626.30472001384,2057.05,2119.17291,3911.290325,4947.24,5096.646648
"Canada","Donor","DAC","Non-EU","2018-04-10",2014,926.293775751865,1113.34,1229.906698,1133.06127638047,1361.86,1504.446742,1460.11867416377,1754.96,1938.704312,2727.55553,3278.33,3621.571151,1062.13366721989,1276.61,1410.271067,1476.81682215032,1775.03,1960.875641,1463826.153892,1759416.13,1943626.998811,2727.55553,3278.33,3621.571151,0,0,0,180.068768,216.43,239.090221,800.138311,961.71,1062.401037,864.70115515177,1039.31,1148.125757,1163.02143128807,1397.87,298.320276136301,358.56,396.101232,1544.226989,950.221963898006,1142.1,1261.67787,1259.75753823354,1514.14,1672.670458,3527.693841,4240.04,4683.972188
"Canada","Donor","DAC","Non-EU","2018-04-10",2015,1221.19202316267,1258.57,1608.830031,1053.9120905461,1086.17,1388.451111,1702.54876197797,1754.66,2242.981878,2883.725562,2971.99,3799.094817,1195.01329588892,1231.59,1574.341497,1929.98737105759,1989.06,2542.615398,1484434.883657,1529870.14,1955632.999962,2883.725562,2971.99,3799.094817,0,0,0,206.66446,212.99,272.265117,1266.475982,1305.24,1668.488292,968.554691054912,998.2,1275.99906,1514.7954733393,1561.16,546.240782284385,562.96,719.631768,1995.630828,915.838225051091,943.87,1206.549021,1549.51285146587,1596.94,2041.368402,4150.201544,4277.23,5467.583109
"Canada","Donor","DAC","Non-EU","2018-04-10",2016,1101.45,1101.45,1459.86183,973.5,973.5,1290.2769,1575.77,1575.77,2088.525558,2660.69,2660.69,3526.478526,1097.38,1097.38,1454.467452,1766.49,1766.49,2341.305846,1508494.794024,1508494.794024,1999359,2660.69,2660.69,3526.478526,0,0,0,390.43,390.43,517.475922,1269.75,1269.75,1682.92665,829.79,829.79,1099.803666,1343.37,1343.37,513.58,513.58,680.698932,1780.502598,912.59,912.59,1209.546786,1457.37,1457.37,1931.598198,3930.44,3930.44,5209.405176
"Canada","Donor","DAC","Non-EU","2018-04-10",2017,NA,NA,NA,1057.27984450707,1105.73,1435.348113,1642.17968354828,1717.43304379023,2229.3998341441,2953.88726,3089.25,4010.155425,NA,NA,NA,NA,NA,NA,1553589.948248,1624783.658167,2109131.666667,2960.121571,3095.77,4018.619037,6.234311,6.52,8.463612,446.479928,466.94,606.134814,1129.882793,1181.66,1533.912846,912.76239838659,954.59,1239.153279,1446.53598873772,1512.82391992696,533.773590351127,558.233919926963,724.64345145719,1963.79673045719,835.187299777654,873.46,1133.838426,1396.34394225184,1460.33180835483,1895.6567204254,4083.770053,4270.91,5544.068271
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2007,0,0,0,0,0,0,0,0,0,474.51427,495,16265.1555,0,0,0,0,0,0,367439.885273,383303,12594914.9467,474.51427,495,16265.1555,0,0,0,0,0,0,18.213679,19,624.3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.727949,514,16889.4746
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2008,0,0,0,0,0,0,0,0,0,373.004665,407.4,12894.37296,0,0,0,0,0,0,358950.611344,392050,12408539.32,373.004665,407.4,12894.37296,0,0,0,0,0,0,25.452945,27.8,879.88112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.45761,435.2,13774.25408
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2009,0,0,0,0,0,0,0,0,0,380.966549,402.15,13277.14311,0,0,0,0,0,0,298630.78737,315236,10407642.6344,380.966549,402.15,13277.14311,0,0,0,0,0,0,8.715385,9.2,303.74168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.681934,411.35,13580.88479
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2010,0,0,0,0,0,0,0,0,0,306.019464,326.03,10266.35867,0,0,0,0,0,0,355394.521113,378633.68,11922795.94952,306.019464,326.03,10266.35867,0,0,0,0,0,0,51.511665,54.88,1728.11632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.531129,380.91,11994.47499
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2011,0,0,0,0,0,0,0,0,0,293.731959,331.84,9754.005408,0,0,0,0,0,0,361237.907777,408104,11995686.5448,293.731959,331.84,9754.005408,0,0,0,0,0,0,43.726973,49.4,1452.04878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.458932,381.24,11206.054188
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2012,0,0,0,0,0,0,0,0,0,218.730296,241.32,7133.202012,0,0,0,0,0,0,443269.652834,489049,14455848.2959,218.730296,241.32,7133.202012,0,0,0,0,0,0,57.265789,63.18,1867.543938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.996085,304.5,9000.74595
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2013,0,0,0,0,0,0,0,0,0,208.997216,231.9,6883.58046,0,0,0,0,0,0,453550.093938,503252,14938230.4168,208.997216,231.9,6883.58046,0,0,0,0,0,0,35.93238,39.87,1183.477158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.929596,271.77,8067.057618
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2014,0,0,0,0,0,0,0,0,0,201.731264,224.74,6810.7457,0,0,0,0,0,0,491233.670698,547262,16584774.91,201.731264,224.74,6810.7457,0,0,0,0,0,0,44.189864,49.23,1491.91515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.921128,273.97,8302.66085
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2015,0,0,0,0,0,0,0,0,0,199.606597,200.48,6364.63856,0,0,0,0,0,0,536986.351779,539336,17122299.992,199.606597,200.48,6364.63856,0,0,0,0,0,0,54.043526,54.28,1723.22716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.650123,254.76,8087.86572
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2016,0,0,0,0,0,0,0,0,0,295.8,295.8,9542.68548,0,0,0,0,0,0,547609.01,547609.01,17666195.228006,295.8,295.8,9542.68548,0,0,0,0,0,0,31.74,31.74,1023.951444,8.57,8.57,276.473342,8.57,8.57,0,0,0,276.473342,0,0,0,0,0,0,327.54,327.54,10566.636924
"Croatia","Donor","Non-DAC","EU","2018-04-10",2012,0,0,0,0.0271917331460674,0.03,0.17181,0.0271917331460674,0.03,0.17181,13.160799,14.52,83.15604,0.852007638576779,0.94,5.38338,0.852007638576779,0.94,5.38338,49035.7576,54100,309830.7,13.160799,14.52,83.15604,0,0,0,0,0,0,6.199715,6.84,39.17268,0.815751994382023,0.9,5.1543,0.815751994382023,0.9,0,0,0,5.1543,0,0,0,0,0,0,19.360514,21.36,122.32872
"Croatia","Donor","Non-DAC","EU","2018-04-10",2013,3.63199128194321,4.03,22.99115,0.16222293566992,0.18,1.0269,5.91212476663709,6.56,37.4248,21.864047,24.26,138.4033,1.66729128327418,1.85,10.55425,6.76830137156167,7.51,42.84455,50487.382588,56020,319594.1,21.864047,24.26,138.4033,0,0,0,0,0,0,18.763786,20.82,118.7781,1.66729128327418,1.85,10.55425,5.34434449179237,5.93,3.67705320851819,4.08,23.2764,33.83065,0.0630866972049689,0.07,0.39935,4.41606880434783,4.9,27.9545,40.627833,45.08,257.1814
"Croatia","Donor","Non-DAC","EU","2018-04-10",2014,0,0,0,0,0,0,0,0,0,27.027358,30.11,173.07228,0,0,0,0,0,0,51270.296134,57118,328314.264,27.027358,30.11,173.07228,0,0,0,3.276315,3.65,20.9802,37.682115,41.98,241.30104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.709473,72.09,414.37332
"Croatia","Donor","Non-DAC","EU","2018-04-10",2015,6.77037549114958,6.8,46.64596,0,0,0,10.8724265240226,10.92,74.907924,16.129424,16.2,111.12714,0,0,0,9.93652167671659,9.98,68.459806,54795.236866,55035,377523.5895,16.129424,16.2,111.12714,0,0,0,1.314249,1.32,9.054804,35.056606,35.21,241.530037,0,0,0,7.06906852752383,7.1,7.06906852752383,7.1,48.70387,48.70387,0,0,0,8.10453772028788,8.14,55.837958,51.18603,51.41,352.657177
"Croatia","Donor","Non-DAC","EU","2018-04-10",2016,7.68,7.68,52.682496,0,0,0,12.83,12.83,88.009951,3.47,3.47,23.803159,0,0,0,11.77,11.77,80.738669,54562,54562,374278.9514,3.47,3.47,23.803159,0,0,0,0,0,0,37.16,37.16,254.906452,0,0,0,8.26,8.26,8.26,8.26,56.661122,56.661122,0,0,0,8.66,8.66,59.405002,40.63,40.63,278.709611
"Croatia","Donor","Non-DAC","EU","2018-04-10",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.715781,9.88,65.434252,NA,NA,NA,NA,NA,NA,53944.839753,54856.63,363309.974827,9.715781,9.88,65.434252,0,0,0,0,0,0,38.990964,39.65,262.597985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.706745,49.53,328.032237
